# Source: https://github.com/fvrmatteo/oracle-synthesis-meets-equality-saturation
# License: not specified
# expression	ground_truth
~(x+y+(~(x+y+x+y))+-z)	(x+y+z)
3*(((((-6*(((z&(x^y))&~w)|((x|(y|z))&w))-1*(((z^(x|(y|z)))&~w)|(((x&~y)|(y^z))&w))+7*(((~(x^y)&~(x^z))&~w)|(((x&z)^~(x^(y&z)))&w))+1*((~(y&~z)&~w)|(~(x^(~y&z))&w))+7*(x&(y&(z&w)))+8*(x&(y&(~z&w)))+8*(x&(~y&(~z&w)))+5*(~x&(y&(z&w)))-1*(~x&(y&(~z&w)))-8*(~x&(~y&(~z&w)))-8*~(x|(y|(z|w)))-1*~(x|(y|(~z|w)))+1*~(x|(~y|(z|w)))+5*~(x|(~y|(~z|w)))+1*~(~x|(y|(z|w)))+6*~(~x|(y|(~z|w)))+2*~(~x|(~y|(z|w)))-7*~(~x|(~y|(~z|w))))&y)^~((-6*(((z&(x^y))&~w)|((x|(y|z))&w))-1*(((z^(x|(y|z)))&~w)|(((x&~y)|(y^z))&w))+7*(((~(x^y)&~(x^z))&~w)|(((x&z)^~(x^(y&z)))&w))+1*((~(y&~z)&~w)|(~(x^(~y&z))&w))+7*(x&(y&(z&w)))+8*(x&(y&(~z&w)))+8*(x&(~y&(~z&w)))+5*(~x&(y&(z&w)))-1*(~x&(y&(~z&w)))-8*(~x&(~y&(~z&w)))-8*~(x|(y|(z|w)))-1*~(x|(y|(~z|w)))+1*~(x|(~y|(z|w)))+5*~(x|(~y|(~z|w)))+1*~(~x|(y|(z|w)))+6*~(~x|(y|(~z|w)))+2*~(~x|(~y|(z|w)))-7*~(~x|(~y|(~z|w))))^(~y|z)))&~w)|((z^~((-6*(((z&(x^y))&~w)|((x|(y|z))&w))-1*(((z^(x|(y|z)))&~w)|(((x&~y)|(y^z))&w))+7*(((~(x^y)&~(x^z))&~w)|(((x&z)^~(x^(y&z)))&w))+1*((~(y&~z)&~w)|(~(x^(~y&z))&w))+7*(x&(y&(z&w)))+8*(x&(y&(~z&w)))+8*(x&(~y&(~z&w)))+5*(~x&(y&(z&w)))-1*(~x&(y&(~z&w)))-8*(~x&(~y&(~z&w)))-8*~(x|(y|(z|w)))-1*~(x|(y|(~z|w)))+1*~(x|(~y|(z|w)))+5*~(x|(~y|(~z|w)))+1*~(~x|(y|(z|w)))+6*~(~x|(y|(~z|w)))+2*~(~x|(~y|(z|w)))-7*~(~x|(~y|(~z|w))))|(y&z)))&w))+1*(((y^~(x&(y&z)))&~w)|(((x|y)&~(x^(y^z)))&w))-1*(((y^~(x&(y&z)))&~w)|(~(y^z)&w))+1*(((z^~(x&(~y|z)))&~w)|((x&~z)&w))-3*((((x&y)|~(y|z))&~w)|(((x&y)|~(x^(y^z)))&w))+4*(((z&~(x&y))&~w)|((x&y)&w))-1*(((~(x^y)&~(x^z))&~w)|(((x|y)&(x^(y^z)))&w))+2*(((z^~(x&(~y&z)))&~w)|((y^(x&(~y|z)))&w))-11*(((x&(~y|z))&~w)|(((x&~y)|~(y^z))&w))-11*(((~(x|y)|~(x^(y^z)))&~w)|(~(~x&(y^z))&w))+1*((((x&y)|(y^z))&~w)|(~(x^(~y&z))&w))-3*((((x&~y)|~(y^z))&~w)|(((x&z)^~(x^(y&z)))&w))+5*(((~(x^y)&~(x^z))&~w)|(((x&z)|(y&~z))&w))-1*(((y^(x|(y^z)))&~w)|((~(x^y)|(x^z))&w))+2*(((z^~(x|(~y&z)))&~w)|((y^(x|(~y|z)))&w))+11*(((y|~(x|~z))&~w)|((~x|(y^z))&w))-1*((((x&~y)|(y^z))&~w)|((y&~(x&~z))&w))-5*(((~(x&y)&~(x^(y^z)))&~w)|((z^(x|(~y&z)))&w))+7*(((y^~(x&(~y&z)))&~w)|((z^(x|y))&w))-6*((((y&~z)^(~x|(y^z)))&~w)|((~y&~(x^z))&w))+1*(((z^(x&~y))&~w)|((z^(x&y))&w))+5*(((x|~z)&~w)|((x^(y|z))&w))+1*((~(x&(y|z))&~w)|((z&~(x&y))&w))+11*(((y^~(~x&(y^z)))&~w)|((y^~(x&~z))&w))+1*((~(y&z)&~w)|((x&(y^z))&w))-6*((((x&y)^(x^(~y|z)))&~w)|((x|(~y|z))&w))+1*(((~(x&~y)&(y^z))&~w)|((z^(~x|(y|z)))&w))+1*((~(x&~y)&~w)|((y^(~x|(y^z)))&w))+5*(((~z&~(x^y))&~w)|((y^~(x&(y&z)))&w))-1*(((z^(x|~y))&~w)|(((x&y)|(y^z))&w))+11*(((~y&(x^z))&~w)|(~(x|~z)&w))-2*(((~(x&y)&(x^(y^z)))&~w)|(((x&y)^(y|~z))&w))+1*(((y^~(x|(~y&z)))&~w)|((z^~(x&(~y|z)))&w))-2*((((x&z)^~(x^(~y&z)))&~w)|(~(y|z)&w))-1*((((x&y)|~(y^z))&~w)|((~y&~(x^z))&w))-6*((~(x&(y^z))&~w)|(~(x&(~y|z))&w))+3*(((x&y)&~w)|((~y|(x^z))&w))-7*(((~x|(~y&z))&~w)|((~(x|y)|(y^z))&w))+1*((~(x|(y^z))&~w)|((x|~z)&w))-1*((~(x|y)&~w)|((z^~(~x&(~y&z)))&w))-7*(((z^(x|(~y|z)))&~w)|(((x|~y)&~(x^(y^z)))&w))-3*(((x&(y|z))&~w)|((z&~(x&~y))&w))+1*(((x^z)&~w)|(((x&y)|~(x^(y^z)))&w))-1*((~(y^z)&~w)|(((y&z)^~(~x&(y^z)))&w))+3*((~(y|z)&~w)|(((x^y)|(x^z))&w))-2*(((x&(y|z))&~w)|((y^(x|(y|z)))&w))-1*((((x|~y)&~(x^(y^z)))&~w)|((~(x|~y)|~(y^z))&w))+11*(((x|~z)&~w)|((y^(x|(~y|z)))&w))+2*(((~(x&~y)&~(y^z))&~w)|((y^~(x&(y&z)))&w))+2*(((z^~(x|y))&~w)|(((y&~z)^(~x|(y^z)))&w))-6*((~(x^y)&~w)|((~z&~(x^y))&w))-1*(((y^~(~x&(y|z)))&~w)|(~(x|y)&w))+3*(((x|(y&z))&~w)|((~(x&y)&(x^(y^z)))&w))-11*(((z^~(~x&(~y&z)))&~w)|(((y&~z)^(x|(y^z)))&w))-7*(((z^~(x|y))&~w)|((y^(x&(y|z)))&w))+2*(((z|~(x^y))&~w)|((z^(~x|(~y&z)))&w))+1*((((x|y)&(x^(y^z)))&~w)|((z|(x&~y))&w))+1*(((z&~(x^y))&~w)|(((x&z)^~(x^(~y&z)))&w))-6*((((x&~y)|(y^z))&~w)|(~y&w))+4*(((y^~(x|(y&z)))&~w)|(((y&~z)^(~x|(y^z)))&w))-5*((~(~x|(~y|z))&~w)|((z&(x^y))&w))-2*(((x^(y^z))&~w)|((x&~y)&w))+2*(((~(x|~y)|~(x^(y^z)))&~w)|(y&w))-1*(((x|(y&z))&~w)|((z^~(~x&(~y|z)))&w))-2*(((x&~y)&~w)|((z^~(x|(~y&z)))&w))+7*(((z^(x&(y|z)))&~w)|((z^(~x|(~y|z)))&w))+4*(((~x|(~y|z))&~w)|(~(x|(y|z))&w))+2*(((y^~(x|(y&z)))&~w)|(~(x^(~y&z))&w))+1*(((y^~(x&~z))&~w)|((y^(~x&(y^z)))&w))+1*(((z^~(x&y))&~w)|(((x^y)|(x^z))&w))+5*((((x|~y)&(x^(y^z)))&~w)|(~(x&~z)&w))-2*(((y^(x&(~y|z)))&~w)|((y^(x&(~y|z)))&w))+1*((((x&y)^~(x^(y&z)))&~w)|(~(x&~z)&w))-3*(((z&(x^y))&~w)|(((x|y)&(y^z))&w))-2*(((y|~(x^z))&~w)|(~(x^(~y|z))&w))-7*(((y^(~x&(y|z)))&~w)|((~z&(x^y))&w))-6*((~(x^(y&z))&~w)|((z|~(x^y))&w))+1*((((x&~y)|~(y^z))&~w)|((y^~(~x|(~y&z)))&w))+11*(((~y&~(x^z))&~w)|((x&(~y|z))&w))-1*((((y&z)^~(x&(y^z)))&~w)|((~(x|y)|(y^z))&w))+1*((((x&z)|(y&~z))&~w)|((z^(~x&(~y|z)))&w))-2*((~(~x&(~y|z))&~w)|((~(x|y)|~(y^z))&w))-1*(((y^(~x|(~y&z)))&~w)|(~(~x|(~y|z))&w))+8*~(x|(y|(z|w)))-7*~(x|(~y|(z|w)))-7*~(~x|(y|(z|w)))+7*~(~x|(~y|(z|w)))+13*~(x|(y|(~z|w)))+21*~(x|(~y|(~z|w)))+10*~(~x|(y|(~z|w)))+6*~(~x|(~y|(~z|w)))+12*(~x&(~y&(~z&w)))-29*(~x&(y&(~z&w)))+12*(x&(~y&(~z&w)))+12*(x&(y&(~z&w)))-32*(~x&(~y&(z&w)))+14*(~x&(y&(z&w)))+12*(x&(~y&(z&w)))+15*((-6*(((z&(x^y))&~w)|((x|(y|z))&w))-1*(((z^(x|(y|z)))&~w)|(((x&~y)|(y^z))&w))+7*(((~(x^y)&~(x^z))&~w)|(((x&z)^~(x^(y&z)))&w))+1*((~(y&~z)&~w)|(~(x^(~y&z))&w))+7*(x&(y&(z&w)))+8*(x&(y&(~z&w)))+8*(x&(~y&(~z&w)))+5*(~x&(y&(z&w)))-1*(~x&(y&(~z&w)))-8*(~x&(~y&(~z&w)))-8*~(x|(y|(z|w)))-1*~(x|(y|(~z|w)))+1*~(x|(~y|(z|w)))+5*~(x|(~y|(~z|w)))+1*~(~x|(y|(z|w)))+6*~(~x|(y|(~z|w)))+2*~(~x|(~y|(z|w)))-7*~(~x|(~y|(~z|w))))&(y&(z&w)))	-
-3*(((~(2*((((y&z)^~(~x&(y^z)))&~t)|(((x&y)^~(x^(~y|z)))&t))-1*(((y^(x&z))&~t)|(~(x&(y|z))&t))+7*(((~(x&~y)&(x^(y^z)))&~t)|(~(x&~z)&t))-2*((~(x^(y|z))&~t)|((z^~(x&~y))&t))-6*(x&(y&(z&t)))+1*(x&(y&(~z&t)))-6*(x&(~y&(z&t)))-6*(~x&(y&(z&t)))-6*(~x&(y&(~z&t)))-6*(~x&(~y&(z&t)))-4*(~x&(~y&(~z&t)))-7*~(x|(y|(~z|t)))-6*~(x|(~y|(z|t)))+1*~(x|(~y|(~z|t)))-1*~(~x|(y|(z|t)))+2*~(~x|(y|(~z|t)))+2*~(~x|(~y|(z|t)))-4*~(~x|(~y|(~z|t))))|(~y|z))&~t)|((y^~(~(2*((((y&z)^~(~x&(y^z)))&~t)|(((x&y)^~(x^(~y|z)))&t))-1*(((y^(x&z))&~t)|(~(x&(y|z))&t))+7*(((~(x&~y)&(x^(y^z)))&~t)|(~(x&~z)&t))-2*((~(x^(y|z))&~t)|((z^~(x&~y))&t))-6*(x&(y&(z&t)))+1*(x&(y&(~z&t)))-6*(x&(~y&(z&t)))-6*(~x&(y&(z&t)))-6*(~x&(y&(~z&t)))-6*(~x&(~y&(z&t)))-4*(~x&(~y&(~z&t)))-7*~(x|(y|(~z|t)))-6*~(x|(~y|(z|t)))+1*~(x|(~y|(~z|t)))-1*~(~x|(y|(z|t)))+2*~(~x|(y|(~z|t)))+2*~(~x|(~y|(z|t)))-4*~(~x|(~y|(~z|t))))&(y^z)))&t))+7*(((y^(x&~z))&~t)|((z^~(~x|(y&z)))&t))+5*((((x&y)|(y^z))&~t)|((~y&~(x^z))&t))-1*(((x|(~y&z))&~t)|((~(x&~y)&~(x^(y^z)))&t))+1*((((y&z)|(~x&(y|z)))&~t)|(((y&z)^~(x&(y^z)))&t))+5*((~(x&(y&z))&~t)|(((x&z)^~(y&~z))&t))-6*((~(x^(y|z))&~t)|((~(x^y)|~(x^z))&t))-2*((y&~t)|(((y&~z)|~(x|(~y&z)))&t))+5*(((z^(x&(y|z)))&~t)|((y^~(~x&(~y&z)))&t))-11*(((x^(y|z))&~t)|(((x&y)^~(x^(y&z)))&t))+1*((((x|y)&~(x^(y^z)))&~t)|(((x|~y)&~(x^(y^z)))&t))-1*(((x^z)&~t)|((z^~(~x&(~y&z)))&t))+1*(((~(x&~y)&(x^(y^z)))&~t)|(((y&~z)|~(x|(~y&z)))&t))+1*(((y^~(x&(y^z)))&~t)|((z^(x|y))&t))-1*((~(x&y)&~t)|((y^(x&(y|z)))&t))+1*(((~y|(x^z))&~t)|((~x&(y^z))&t))+4*((((x&y)^(x^(~y|z)))&~t)|((~(x^y)|~(x^z))&t))-3*(((z^(x|(y|z)))&~t)|((z^(x&~y))&t))-1*((~(x&~x)&~t)|((y^(~x|(~y|z)))&t))+5*((((x&y)^~(x^(y&z)))&~t)|((y^(x&~z))&t))-1*((((x&z)^(x^(y&z)))&~t)|((y&~(x&z))&t))-11*(((~(x|y)|~(x^(y^z)))&~t)|((z&(x|y))&t))-1*(((y&~(x^z))&~t)|(((x&y)^(x^(y&z)))&t))+2*(((y^(x|(y^z)))&~t)|((z^~(~x&(~y|z)))&t))-5*(((x&(~y&z))&~t)|((z^~(~x&(y|z)))&t))-1*((~(x|(y^z))&~t)|((~(x|~y)|(y^z))&t))+7*((~(x&(y^z))&~t)|((~y&~(x^z))&t))+2*(((y|(x^z))&~t)|((~(x&y)&(x^(y^z)))&t))+1*(((~(x|~y)|~(y^z))&~t)|((~(x|y)|(x^(y^z)))&t))+7*((~(~x&(y|z))&~t)|(((x|~y)&(y^z))&t))-2*(((z^(~x|(y|z)))&~t)|(((y&~z)|~(~x|(~y&z)))&t))-3*((~(x|(y^z))&~t)|(~(x&(~y&z))&t))+3*(((z^~(x|(~y&z)))&~t)|((x&(~y|z))&t))-11*((~z&~t)|(~(y|~z)&t))+4*((((x&y)|~(y|~z))&~t)|(((x&~y)|(y^z))&t))+1*((~(x|(y^z))&~t)|((y^(x|(~y&z)))&t))+2*((((x&y)^~(x^(~y|z)))&~t)|(((x&y)|~(y|~z))&t))+11*((~(x|~y)&~t)|(~(x|~z)&t))+1*((~(x^z)&~t)|((~x&(y^z))&t))+1*(((y^~(x|(y^z)))&~t)|((x^y)&t))+7*((~(x^(y&z))&~t)|((y^(~x|(y&z)))&t))-7*(((~y&(x^z))&~t)|((x|z)&t))-6*((~(x|y)&~t)|((y^~(x&~z))&t))+2*((((y&~z)|~(~x|(~y&z)))&~t)|(((x^y)|~(x^z))&t))-1*(((y^z)&~t)|((z|(x&y))&t))-1*(((x&(y|z))&~t)|((~(x|~y)|~(x^(y^z)))&t))-11*(((~(x|y)|(x^(y^z)))&~t)|((z^(x|~y))&t))+4*(((y&~z)&~t)|((y^(x|(y&z)))&t))-5*((~(x^y)&~t)|(((x&y)^(y|~z))&t))+1*(((~(x^y)&(x^z))&~t)|(~(~x&(y^z))&t))+1*(((y^~(x|(~y&z)))&~t)|((x&y)&t))-2*((~(~x|(y&z))&~t)|(~(~x&(y&z))&t))+11*(((~(x&y)&~(x^(y^z)))&~t)|(((x&~y)|(x^(y^z)))&t))+1*((~(x|~y)&~t)|((y&z)&t))+2*(((y^~(~x&(~y&z)))&~t)|((~x&(~y|z))&t))+5*(((y^~(x|(y^z)))&~t)|((x&~z)&t))+3*(((~(x|y)|(y^z))&~t)|(((x&y)|~(x^(y^z)))&t))+2*(((~x&(~y&z))&~t)|((~x|(y|z))&t))-11*(((x&~z)&~t)|(((x&y)^(x^(y&z)))&t))-1*((((x&y)^(y|~z))&~t)|((z^~(~x&(~y|z)))&t))-1*(((~(x&~y)&(x^(y^z)))&~t)|((~x&(y&z))&t))-7*(((y^~(~x&(~y|z)))&~t)|(((y&~z)|~(~x|(~y&z)))&t))-5*(((y&~(x^z))&~t)|((~y&(x^z))&t))+1*(((z^(x&~y))&~t)|((y^(x|z))&t))+4*(((y|~(x^z))&~t)|(~(x|~z)&t))-1*(((x|(~y|z))&~t)|(~z&t))+7*(((x&~y)&~t)|((~(x|~y)|(y^z))&t))+3*(((~(x|~y)|(y^z))&~t)|((y^z)&t))-11*(((x&(~y|z))&~t)|((z^~(x|(y&z)))&t))-7*(((y^~(~x|(~y&z)))&~t)|((x^(y&z))&t))+1*(((~(x&~y)&(x^(y^z)))&~t)|((~(x|y)|(y^z))&t))+4*((~(~x|(y|z))&~t)|((y^~(x|(~y&z)))&t))+3*(((x&~x)&~t)|((~x|(y&z))&t))-5*(((~(x|~y)|~(x^(y^z)))&~t)|((x|(y|z))&t))-5*(((z|~(x|~y))&~t)|(((x&y)|~(x^(y^z)))&t))-3*(((y|(x^z))&~t)|((x|~y)&t))-7*(((~(x|y)|(x^(y^z)))&~t)|((y^(~x|(y|z)))&t))+2*(((~(x^y)|~(x^z))&~t)|(((x&z)^(x^(~y&z)))&t))+4*(((z^~(x&(~y&z)))&~t)|((y^~(x&(y|z)))&t))-2*(((y^~(~x&(~y|z)))&~t)|(~(x^(y^z))&t))-1*(((z^(x|(~y|z)))&~t)|((z^~(x&~y))&t))-1*(((y^(~x&(y^z)))&~t)|((~(x^y)|~(x^z))&t))-1*(((z^(x&y))&~t)|(((x&y)|~(x^(y^z)))&t))-1*(((x&z)&~t)|(((x&z)|(y&~z))&t))-2*(((~x|(y&z))&~t)|((y^~(~x&(y|z)))&t))+1*(((x^(~y&z))&~t)|((~(x|y)|(x^(y^z)))&t))-2*((~(y&z)&~t)|(~(x&~y)&t))+2*((~(x&(~y&z))&~t)|(~(x&(y^z))&t))+11*((((x&y)|~(x^(y^z)))&~t)|((z^~(x&(~y|z)))&t))+1*(((z^(x&(~y|z)))&~t)|((~z&~(x^y))&t))+11*(((~(x&~y)&~(y^z))&~t)|((~(x&~y)&~(x^(y^z)))&t))-20*~(x|(y|(z|t)))-5*~(x|(~y|(z|t)))-9*~(~x|(~y|(z|t)))+12*~(x|(y|(~z|t)))-23*~(x|(~y|(~z|t)))-11*~(~x|(y|(~z|t)))-23*~(~x|(~y|(~z|t)))+9*(~x&(~y&(~z&t)))-2*(~x&(y&(~z&t)))+15*(x&(~y&(~z&t)))+7*(x&(y&(~z&t)))-18*(~x&(~y&(z&t)))+31*(~x&(y&(z&t)))+21*(x&(~y&(z&t)))+15*((2*((((y&z)^~(~x&(y^z)))&~t)|(((x&y)^~(x^(~y|z)))&t))-1*(((y^(x&z))&~t)|(~(x&(y|z))&t))+7*(((~(x&~y)&(x^(y^z)))&~t)|(~(x&~z)&t))-2*((~(x^(y|z))&~t)|((z^~(x&~y))&t))-6*(x&(y&(z&t)))+1*(x&(y&(~z&t)))-6*(x&(~y&(z&t)))-6*(~x&(y&(z&t)))-6*(~x&(y&(~z&t)))-6*(~x&(~y&(z&t)))-4*(~x&(~y&(~z&t)))-7*~(x|(y|(~z|t)))-6*~(x|(~y|(z|t)))+1*~(x|(~y|(~z|t)))-1*~(~x|(y|(z|t)))+2*~(~x|(y|(~z|t)))+2*~(~x|(~y|(z|t)))-4*~(~x|(~y|(~z|t))))&(y&(z&t)))	-
-1*y+1*~(x|y)+1*(x&y)	((~y)-(x^y))
1*y-6*(x^y)-2*~(x&~x)+2*~(x|y)+7*~(x|~y)-3*(x&y)	((((x&y)*0x4)+(x*0xf9))-x)
-1*x+1*(x|~y)-1*~y-2*~x+2*~(x&~x)-3*~(x|~y)-4*(x&~y)-5*(x&y)	((x|y)*0xfd)
1*~(x&~y)-11*y-1*(x^y)+3*x+1*~(x&~x)-1*(x|~y)+5*~(x|y)+16*~(x|~y)+4*(x&~y)+7*(x&y)	((~(x&y))*0x6)
-2*~y-5*(x|y)+2*~(x&~y)+4*~(x&y)+5*y+1*(x^y)+1*~x+7*~(x&~x)-15*~(x|~y)-5*(x&~y)-9*(x&y)	(0xc*(~(x|y)))
-2*(-y-1)-5*(x+y-(x&y))+2*(-x+(x&y)-1)+4*(-(x&y)-1)+5*y+(x+y+2*(x&y))+(-x-1)-7-15*(y-(x&y))-5*(x-(x&y))-9*(x&y)	-
-6*~y-7*~(x&~y)-6*~(x^y)+1*x-1*(x|~y)+1*y+1*~(x&y)-1*~x-1*(x|y)+31*~(x|y)+18*~(x|~y)+17*(x&~y)+24*(x&y)	0xf5
2*(~z&(x^y))-1*(y&~(x&z))+1*(z^(~x&(y|z)))+7*((x&y)|(y^z))-1*((x&z)^~(y&~z))+1*((x|y)&(y^z))+2*(y^(x|(y|z)))+1*(y^(x|(~y&z)))-1*(y^(~x|(~y&z)))-2*(z&~(x^y))-1*((x|~y)&~(y^z))-11*(~x|(~y&z))-6*~(y^z)+1*((x&z)^~(x^(~y&z)))+5*(~(x|~y)|~(y^z))+4*(y&(x^z))-11*~(~x&(y^z))+5*(z&(x|~y))-6*(z^~(x&(~y|z)))+31*~(x|(y|z))-2*~(x|(~y|z))+7*~(~x|(y|z))+7*~(~x|(~y|z))+19*(~x&(y&z))+12*(x&(~y&z))+6*(x&(y&z))	(((z^(x&y))-(x|y))-(x^(y^z)))
-1*(y^(x&(y|z)))+2*((x&z)^~(y&~z))+1*(y^(~x|(y^z)))-3*(y^~(~x&(y&z)))+1*~(x|z)-5*(z^~(x|~y))-1*((x&~y)|~(y^z))-7*((y&~z)^(~x|(y^z)))-2*(y&(x^z))+4*(x|(y|z))+3*(z^(~x|(~y&z)))-1*(y|~(x|z))+1*(x|(y^z))-5*(z&(x|~y))-1*~(x&~x)+11*((x&y)|~(y|~z))-1*~(y|~z)+2*(y^(~x&(y^z)))-2*((x&y)|(x^(y^z)))-6*(y|z)+1*((x|~y)&~(y^z))-1*(y^~(~x|(~y&z)))+2*(z|(x&y))-7*~x+1*~(x^(~y|z))+5*((y&~z)^(x|(y^z)))-1*(z&~(x&~y))+3*(y^(~x&(~y|z)))-5*((x|y)&(x^(y^z)))-11*((x|y)&~(x^(y^z)))+3*(y^(~x|(~y|z)))-3*~z+1*(~(x&~y)&(y^z))+5*(y&~(x&~z))+1*(y&(x|z))-7*(y^~(~x&(y|z)))-3*~(y&~z)+21*~(x|(y|z))+22*~(x|(~y|z))+11*~(~x|(y|z))-2*~(~x|(~y|z))+6*(~x&(~y&z))+38*(~x&(y&z))+23*(x&(~y&z))-8*(x&(y&z))	((~((y^z)&(x|z)))*0x2)
-7*(~x|(y|z))+1*~(~x|(~y&z))+2*((x|~y)&(y^z))+5*(x&(y^z))-1*(~x|(y&z))-1*(~x|(~y|z))-1*(x|~z)-1*(z&~(x^y))+1*((x&z)^(x^(y&z)))+1*~(x&(y^z))+1*~(x|(y^z))-11*(z|~(x|y))-1*(y|~z)-5*(y^(x&(y^z)))+11*((y&~z)^(x|(y^z)))+1*(y^(x|(y|z)))-7*~(y^z)-1*((x&z)^~(y&~z))+4*(z^~(x&(y|z)))+5*(x|(y|z))-3*((x&y)|~(y|~z))-1*(x&(y|z))+1*(z^(x&(y|z)))-11*(x|y)+7*~(x&~y)+1*((y&z)^~(~x&(y^z)))-3*(~z&(x^y))+4*(z&~(x&~y))+2*(y^(x&z))-1*(~y&(x^z))-1*y-7*(x^(y|z))-2*(y^(~x|(y|z)))-1*(y^~(~x&(y^z)))+5*(z|~(x^y))-11*(y^(x|(~y|z)))-1*(y|~(x|~z))+2*(~z|(x^y))+3*(y|(x&~z))-2*(z^~(~x|(y&z)))+1*(~y|(x^z))-1*(y^~(x&(y|z)))-3*(z&(x|y))-5*(y^~(x&~z))-7*(x&y)-3*(x^y)-1*(y^(x|(~y&z)))+11*(y|(x^z))-11*(~(x|~y)|(x^(y^z)))-7*~(x|y)+3*(y^(~x&(y|z)))+1*~(y|z)+2*~y+3*((y&~z)|~(x|(~y&z)))+1*(x&(~y|z))+29*~(x|(y|z))+24*~(x|(~y|z))+17*~(~x|(y|z))-16*~(~x|(~y|z))+16*(~x&(~y&z))+23*(~x&(y&z))+20*(x&(~y&z))+19*(x&(y&z))	-
-1*(y|(x^z))+2*(y^~(~x|(y^z)))-1*(~(x^y)&(x^z))-5*(~(x|y)|~(x^(y^z)))-6*(z^~(x&~y))-6*(z|(x&y))-7*~(~x|(~y&z))-1*(y^(x&z))-2*((y&~z)|~(~x|(~y&z)))-2*(x^z)-11*~(~x&(y^z))-7*(z|(x&~y))+11*(~z&(x^y))+1*(z^(x|(y|z)))+5*(~(x|y)|(y^z))+3*(z&~(x&y))-1*(y&(x^z))+7*(z&(x|y))-2*(y^(~x|(y&z)))-5*(y^z)-11*~(~x&(~y&z))+2*((x&y)|(y^z))+1*(z^(x&y))-6*(z^(x&(y|z)))-1*(~x|(y^z))-2*(z^(~x|(~y|z)))-11*(y^~(~x&(y|z)))-1*(z^(~x|(~y&z)))-5*~(x|(y^z))+1*~(x&~z)+1*(z^(~x&(~y|z)))+11*(x|(y^z))-3*((x&z)^~(x^(~y&z)))-2*(x|(~y|z))-1*(z^~(x&(~y|z)))+5*(z&(x|~y))-3*~(y^z)-6*(y|(x&~z))+1*(y^(x&(~y|z)))-3*(y&~(x&~z))+2*(y^(~x|(~y|z)))-6*(y^(~x|(y|z)))+4*(y^~(~x&(~y&z)))-6*~(x|y)-1*(~x|(~y&z))-7*(~z&~(x^y))-1*~(x^(~y|z))-7*(y^(x|(~y&z)))+1*(x&~z)+3*(~y&~(x^z))+11*((x&y)^(y|~z))+5*(z^(x|(~y|z)))+1*(~(x^y)|~(x^z))-1*~(~x&(y|z))+2*(z^~(~x&(~y|z)))+7*(y&(x|z))-3*((y&z)|(x&(y|z)))+1*(z|~(x|~y))-1*(~y|~(x^z))+5*(y^~(x|(y^z)))-1*(x|~y)+3*(y^~(~x&(y&z)))-1*~(~x&(~y|z))-11*((y&z)^~(~x&(y^z)))+2*(x&(y^z))+5*(y&~(x^z))+3*(x^(~y&z))-2*(x|(~y&z))+7*(z^~(x|(y&z)))-11*(~x&(y^z))+4*((y&z)|(~x&(y|z)))-11*((x|~y)&(x^(y^z)))+4*~(x&(~y|z))+1*(z^(x&(~y|z)))+46*~(x|(y|z))+2*~(x|(~y|z))+42*~(~x|(y|z))+48*~(~x|(~y|z))+40*(~x&(y&z))+42*(x&(~y&z))+25*(x&(y&z))	-
