4554857727453019050*~(x|5148131303079159687) + 4554857727453019050*~(x|~5148131303079159687) + 13891886349992469251*~x,  3735936685*~x
18446744066237678246*(x^7913113644061621722) + 7471873370*~(x&7913113644061621722) + 18446744069973614931*(x|~7913113644061621722) + 3735936685*(x|7913113644061621722),  3735936685*~x
4405905527619770785*~(x|6040699137919055534) + 4405905523883834100*(x&~6040699137919055534) + 4405905527619770785*~(x|~6040699137919055534) + 14040838549825717516*~(x&6040699137919055534),  3735936685*~x
18364300524049935963*(x&~8178561117403266881) + 82443549659615653*~8178561117403266881 + 82443549659615653*~(x|~8178561117403266881) + 18364300527785872648*~x,  3735936685*~x
992610355060477168*~(x|1274543522517054347) + 992610351324540483*(x&~1274543522517054347) + 17454133718649074448*~1274543522517054347 + 3735936685*~(x&1274543522517054347),  3735936685*~x
1000597846411797194*x + 17446146223561817737*(x|~6799542920604311196) + 17446146223561817737*(x|6799542920604311196) + 17446146219825881052,  3735936685*~x
4854113800421038904*~(x|7129171677875246601) + 4854113800421038904*~(x|~7129171677875246601) + 13592630277024449397*~x,  3735936685*~x
9172320788461368687*(x&~724338332256438653) + 3735936685*~(x&724338332256438653) + 9172320792197305372*(x&724338332256438653) + 9274423281512246244*x,  3735936685*~x
10409741287023772024*~x + 10409741283287835339*x + 10409741283287835339,  3735936685*~x
15999950560060021843*~(x|8863673047743111058) + 15999950552588148473*(x&~8863673047743111058) + 2446793517385466458*~8863673047743111058 + 3735936685*(x^8863673047743111058),  3735936685*~x
8324426031536332583*~(x|2726639277615357818) + 8324426024064459213*x + 10122318045909155718*(x|~2726639277615357818) + 3735936685*(x|2726639277615357818),  3735936685*~x
11382353075554961782*~(x|5747361076696016163) + 11382353075554961782*~(x|~5747361076696016163) + 7064391001890526519*~x,  3735936685*~x
8583076104642207966*~(x|4253857674775707441) + 9863667972803280335*~x + 9863667969067343650*(x&4253857674775707441) + 8583076104642207966*4253857674775707441,  3735936685*~x
8583413995210687511*~x + 4931665041117400395*~(x&5367444553946174906) + 13515079032592151221*x + 4931665041117400395*~(x&~5367444553946174906),  3735936685*~x
5419483571229359078*~(x|~9214014334603312585) + 3735936685*~x + 5419483571229359078*~(x^9214014334603312585) + 13027260502480192538*~(x&~9214014334603312585),  3735936685*~x
9771280163750663857*(x&~5753574684961283251) + 3735936685*~x + 9771280163750663857*~(x^5753574684961283251) + 8675463909958887759*(x|~5753574684961283251),  3735936685*~x
6022480178568486559*~(x|8553059554287320284) + 12424263898877001742*~x + 12424263895141065057*(x|~8553059554287320284) + 12424263895141065057,  3735936685*~x
8484472979475331745*~x + 16968945951478790120*(x&1301476026041796330) + 9962271097970156556*~(x^1301476026041796330) + 9962271097970156556*1301476026041796330,  3735936685*~x
17175967780178782582*~x + 17175967776442845897*(x&3976700914198445159) + 1270776297266705719*~(x&~3976700914198445159),  3735936685*~x
3735936685*~(x|6052840641296820273) + 18446744069973614931*~6052840641296820273 + 18446744069973614931*(x&6052840641296820273) + 18446744069973614931,  3735936685*~x
15243806714625617986*~(x|5767078126016051534) + 15243806707153744616*(x&5767078126016051534) + 3202937362819870315*~(x^5767078126016051534) + 3735936685*5767078126016051534,  3735936685*~x
14342789630226035174*~7790576686797448888 + 14342789633961971859*~x + 14342789630226035174*(x^7790576686797448888) + 8207908886967032884*~(x&7790576686797448888),  3735936685*~x
5220571934712573907*(x&~7379356300721299532) + 5220571938448510592*~(x|~7379356300721299532) + 13226172135261041024*(x^7379356300721299532) + 3735936685*~(x&7379356300721299532),  3735936685*~x
13381975239095232089*~x + 13381975235359295404*(x&6545480878168587279) + 5064768838350256212*~(x&~6545480878168587279),  3735936685*~x
13003569241541584432*~x + 13003569237805647747*x + 13003569237805647747,  3735936685*~x
644908698595592409*~(x|7218482302561727645) + 17801835378849895892*~x + 17801835375113959207*(x&7218482302561727645) + 644908698595592409*7218482302561727645,  3735936685*~x
10239168961699665549*~(x|4766831795011380414) + 10239168961699665549*~(x|~4766831795011380414) + 8207575115745822752*~x,  3735936685*~x
2750203454014333164*(x&~3355504734742134642) + 18446744069973614931*(x&3355504734742134642) + 2750203457750269849*~(x&~3355504734742134642) + 2750203454014333164,  3735936685*~x
17067310936635597103*~x + 689716570404945599*~(x&3860275858810398948) + 17757027503304606017*x + 689716570404945599*~(x&~3860275858810398948),  3735936685*~x
14581938041173473021*(x&~2734262580006101042) + 14581938044909409706*~x + 3864806032536078595*~(x&2734262580006101042),  3735936685*~x
1669985185168541787*(x&~2600367461189609167) + 16776758888541009829*~2600367461189609167 + 16776758888541009829*~(x|~2600367461189609167) + 1669985188904478472*~x,  3735936685*~x
1188487425302251499*~(x|3022575161121703675) + 1188487421566314814*(x&3022575161121703675) + 17258256648407300117*~(x^3022575161121703675) + 3735936685*~(x&~3022575161121703675),  3735936685*~x
5241757976048151306*~(x|5885075592328527291) + 15825865085685475963*~5885075592328527291 + 15825865089421412648*~x + 2620878988024075653*(x^5885075592328527291),  3735936685*~x
9447848438870583256*~x + 9447848435134646571*(x&4140486467088605719) + 8998895638574905045*~(x&~4140486467088605719),  3735936685*~x
2165904594019542460*~9175631106656227955 + 16280839483425945841*~x + 16280839479690009156*x + 2165904594019542460*9175631106656227955,  3735936685*~x
10251230011335171792*~x + 10251230007599235107*x + 10251230007599235107,  3735936685*~x
10274328883694574371*~(x|8354193845265870390) + 8172415193750913930*~x + 8172415190014977245*(x&8354193845265870390) + 10274328883694574371*8354193845265870390,  3735936685*~x
7177847595162229796*(x&3668875814649203998) + 11268896474811385135*~(x^3668875814649203998) + 11268896474811385135*3668875814649203998 + 7177847602634103166*~(x&~3668875814649203998),  3735936685*~x
2591268418141086287*~x + 2591268414405149602*~(x^1630971950293096283) + 2591268414405149602*1630971950293096283 + 13264207244899252412*~(x&~1630971950293096283),  3735936685*~x
6556923849920571007*~4618114841374215629 + 6556923853656507692*~x + 6556923849920571007*(x^4618114841374215629) + 5332896373868409602*~(x&4618114841374215629),  3735936685*~x
11972303704754564293*~x + 6474440372690924008*~(x&1744256633889676738) + 6474440372690924008*1744256633889676738 + 11972303701018627608*(x|1744256633889676738),  3735936685*~x
781055035802573903*(x&~6693792383175360951) + 781055039538510588*~x + 17665689037906977713*~(x&6693792383175360951),  3735936685*~x
1508915133176382554*~(x|8943161428576569036) + 1508915125704509184*(x&~8943161428576569036) + 16937828944269105747*~8943161428576569036 + 3735936685*(x^8943161428576569036),  3735936685*~x
3406342200891442934*(x&~8933889725076905528) + 3406342204627379619*~x + 15040401872818108682*~(x&8933889725076905528),  3735936685*~x
3735936685*~(x|~5261096078978420247) + 3735936685*~(x&5261096078978420247) + 3735936685*~(x^5261096078978420247) + 3735936685,  3735936685*~x
5396422099620161571*~(x|4796696519838140146) + 5396422099620161571*~(x|~4796696519838140146) + 13050321977825326730*~x,  3735936685*~x
3735936685*~x + 827901919171336657*~(x&2128781790292412191) + 827901919171336657*(x&2128781790292412191) + 827901919171336657,  3735936685*~x
3254607549774090796*~x + 3254607546038154111*(x&5373033697279406381) + 15192136527671397505*~(x&~5373033697279406381),  3735936685*~x
11171802794664838128*(x&~5094131210274500713) + 11171802794664838128*(x&5094131210274500713) + 7274941275308776803*x + 18446744069973614931,  3735936685*~x
18331760327600830090*~x + 18331760323864893405*(x&2497794179156263610) + 114983749844658211*~(x&~2497794179156263610),  3735936685*~x
18446744069973614931*(x&~2964740203133890181) + 7471873370*~(x|~2964740203133890181) + 3735936685*(x|~2964740203133890181) + 18446744069973614931*2964740203133890181,  3735936685*~x
4988167365754578035*~x + 13458576711690910266*~(x&6739357198870898632) + 13458576711690910266*~(x&~6739357198870898632) + 13458576711690910266,  3735936685*~x
10894641306704609502*(x&~3415084211236134360) + 3735936685*~(x&3415084211236134360) + 10894641310440546187*~(x^3415084211236134360) + 7552102763269005429*(x|~3415084211236134360),  3735936685*~x
15510984185433872798*~(x|6705716915371792168) + 15510984185433872798*~(x|~6705716915371792168) + 2935759892011615503*~x,  3735936685*~x
10008791821922653698*~(x|~3569895506436367140) + 3735936685*~x + 10008791821922653698*~(x^3569895506436367140) + 8437952251786897918*~(x&~3569895506436367140),  3735936685*~x
10471974160629669785*~3328277973613317754 + 7974769916815818516*~x + 7974769913079881831*(x|~3328277973613317754) + 10471974160629669785*~(x&~3328277973613317754),  3735936685*~x
7566529573881309867*~x + 7566529570145373182*(x&7686749551795259096) + 10880214503564178434*~(x&~7686749551795259096),  3735936685*~x
9358388926003110290*~(x|1831965112797272172) + 9358388922267173605*(x&~1831965112797272172) + 9088355147706441326*~1831965112797272172 + 3735936685*~(x&1831965112797272172),  3735936685*~x
13726228470759890672*~x + 4720515606685597629*~(x&4612796628276289367) + 4720515606685597629*(x&4612796628276289367) + 13726228467023953987*x,  3735936685*~x
16801218420649046867*~(x|7745331254340096948) + 18446744069973614931*(x|~7745331254340096948) + 16801218416913110182*(x|7745331254340096948) + 16801218413177173497,  3735936685*~x
12671652315850522500*~(x|8681043537985196895) + 5775091765330902486*~(x|~8681043537985196895) + 5775091761594965801*(x|~8681043537985196895) + 12671652312114585815*(x|8681043537985196895),  3735936685*~x
8655705770052873262*(x&~2313081617257697424) + 8655705773788809947*~x + 9791038303656678354*~(x&2313081617257697424),  3735936685*~x
14884320851347815419*~(x|7493003433681241256) + 18446744069973614931*(x&~7493003433681241256) + 14884320851347815419*(x^7493003433681241256) + 3562423226097672882*~(x&7493003433681241256),  3735936685*~x
8958094901569344023*~x + 8958094897833407338*(x&2604314965018680122) + 9488649175876144278*~(x&~2604314965018680122),  3735936685*~x
17839255986164047581*~(x|~7009307149625188916) + 3735936685*~x + 17839255986164047581*(x&7009307149625188916) + 607488087545504035*7009307149625188916,  3735936685*~x
9197287799489597000*~x + 9249456277955891301*~(x&8041507163258225327) + 9249456277955891301*8041507163258225327 + 9197287795753660315*(x|8041507163258225327),  3735936685*~x
2027380930905319098*~x + 2027380927169382413*(x&2159681868221626499) + 16419363146540169203*~(x&~2159681868221626499),  3735936685*~x
11690975496790121876*~(x|4608079551001476958) + 3377884292195651555*~x + 3377884288459714870*(x|~4608079551001476958) + 15068859785249836746*(x|4608079551001476958),  3735936685*~x
10512391434297977141*(x&~3054101726064559307) + 3735936685*~3054101726064559307 + 10512391441769850511*~(x|~3054101726064559307) + 7934352635675637790*(x^3054101726064559307),  3735936685*~x
1850079118668631983*~x + 1850079114932695298*(x&1436988719423438665) + 16596664958776856318*~(x&~1436988719423438665),  3735936685*~x
14201769757431643581*~(x|1294487687844416719) + 14201769757431643581*~(x|~1294487687844416719) + 4244974320013844720*~x,  3735936685*~x
16658139518842314970*(x&~4709730810292822874) + 16658139522578251655*~x + 16658139518842314970*(x&4709730810292822874) + 16658139518842314970,  3735936685*~x
762935256528223526*~(x|4062303249574131953) + 762935252792286841*(x&~4062303249574131953) + 17683808817181328090*~4062303249574131953 + 3735936685*~(x&4062303249574131953),  3735936685*~x
18446744069973614931*(x^31779678592960824) + 18446744066237678246*(x|~31779678592960824) + 18446744069973614931*31779678592960824 + 18446744062501741561,  3735936685*~x
2010621982510472035*(x&~2614492476022051401) + 3735936685*~x + 2010621982510472035*(x&2614492476022051401) + 16436122091199079581*x,  3735936685*~x
2579063782027660164*(x&~3325585534757132450) + 2579063785763596849*~x + 15867680291681891452*~(x&3325585534757132450),  3735936685*~x
8046488702087234049*~(x|8281535751217123964) + 3735936685*~(x|~8281535751217123964) + 8046488698351297364*(x&8281535751217123964) + 10400255375358254252*~(x^8281535751217123964),  3735936685*~x
1443498758166896948*~(x|8504153211682225232) + 1443498758166896948*~(x|~8504153211682225232) + 17003245319278591353*~x,  3735936685*~x
6766768559477611295*~(x|4660689113364775384) + 6766768555741674610*x + 11679975514231940321*(x|~4660689113364775384) + 18446744069973614931,  3735936685*~x
11887221957575828153*~x + 11887221953839891468*(x&5338432255266283362) + 6559522119869660148*~(x&~5338432255266283362),  3735936685*~x
5552601792027126583*~x + 11105203576582379796*x + 12894142285418361718*(x|~2685763392916123920) + 12894142285418361718*(x|2685763392916123920),  3735936685*~x
12359829981668601012*(x&~3872782876220926654) + 12359829985404537697*~x + 12359829981668601012*(x&3872782876220926654) + 12359829981668601012,  3735936685*~x
18446744069973614931*(x&~8381107909252355655) + 14746240965883474919*~(x&8381107909252355655) + 14746240962147538234*(x&8381107909252355655) + 14746240962147538234,  3735936685*~x
10933699972360699162*~x + 7513044105084789139*~(x&7946912733204719233) + 7513044105084789139*~(x^7946912733204719233) + 10933699968624762477*(x|~7946912733204719233),  3735936685*~x
3933593817614955117*~(x|7641133913668708792) + 18446744069973614931*(x&~7641133913668708792) + 3933593817614955117*(x^7641133913668708792) + 14513150259830533184*~(x&7641133913668708792),  3735936685*~x
3735936685*~2265187063552069342 + 3735936685*(x^2265187063552069342) + 7471873370*~(x&~2265187063552069342) + 7471873370,  3735936685*~x
8145143308963985500*~(x|~4889390124191237751) + 8145143301492112130*x + 3735936685*(x|~4889390124191237751) + 10301600768481502801*(x|4889390124191237751),  3735936685*~x
1156049122684166124*~(x|~6082972669558030370) + 17290694954761322177*~x + 17290694951025385492*(x|6082972669558030370) + 17290694951025385492,  3735936685*~x
3735936685*~(x|1323345687445982425) + 12061381693221543181*~(x|~1323345687445982425) + 12061381689485606496*(x&1323345687445982425) + 6385362384223945120*1323345687445982425,  3735936685*~x
10226793402730928854*~8543084072013866622 + 8219950674714559447*~x + 8219950670978622762*(x|~8543084072013866622) + 10226793402730928854*~(x&~8543084072013866622),  3735936685*~x
16643515053745146451*~(x|2737090802705110243) + 16643515053745146451*~(x|~2737090802705110243) + 1803229023700341850*~x,  3735936685*~x
18446744069973614931*(x&~1942141348072358907) + 3735936685*~1942141348072358907 + 18446744069973614931*(x&1942141348072358907) + 3735936685*1942141348072358907,  3735936685*~x
600405424578974343*~x + 600405420843037658*x + 600405420843037658,  3735936685*~x
11681006718829529591*(x&~2511341968003954983) + 11681006722565466276*~x + 6765737354880022025*~(x&2511341968003954983),  3735936685*~x
9459631012944661700*(x^3364999979909580099) + 9459631012944661700*~(x^3364999979909580099) + 18446744069973614931*x + 9459631009208725015,  3735936685*~x
571770981837483131*~x + 1143541956203092892*(x&6085579419263012644) + 17874973095608005170*~(x^6085579419263012644) + 17874973095608005170*6085579419263012644,  3735936685*~x
16723062016559430291*~(x|522596675962896884) + 16723062016559430291*~(x|~522596675962896884) + 16723062012823493606*x + 16723062012823493606,  3735936685*~x
10150368322813963182*~(x|~1788694832252363314) + 18446744069973614931*(x&1788694832252363314) + 10150368322813963182*~(x^1788694832252363314) + 8296375754631525119*~(x&~1788694832252363314),  3735936685*~x
3735936685*~6680606245937857360 + 18446744069973614931*(x^6680606245937857360) + 18446744066237678246*x + 7471873370*(x|6680606245937857360),  3735936685*~x
16788515058561856039*~x + 16788515054825919354*(x&3473122987391567503) + 1658229018883632262*~(x&~3473122987391567503),  3735936685*~x
8793005518899840661*~(x|2791985431963947558) + 18446744069973614931*(x&2791985431963947558) + 8793005518899840661*2791985431963947558 + 9653738558545647640*~(x&~2791985431963947558),  3735936685*~x
4305462499880772752*(x&~1444025263810046240) + 4305462503616709437*~x + 4305462499880772752*(x&1444025263810046240) + 4305462499880772752,  3735936685*~x
1750494989934629831*~(x|~1720739627716710592) + 3735936685*~x + 1750494989934629831*(x&1720739627716710592) + 16696249083774921785*1720739627716710592,  3735936685*~x
17963837129194776677*(x&~2217761791719954256) + 17963837132930713362*~x + 482906944514774939*~(x&2217761791719954256),  3735936685*~x
148466984645803996*(x&~2528273962476827464) + 148466988381740681*~x + 18298277089063747620*~(x&2528273962476827464),  3735936685*~x
5730860252415573318*~x + 5730860248679636633*x + 5730860248679636633,  3735936685*~x
10871743492572687555*~(x|7721763851449368697) + 3735936685*~(x|~7721763851449368697) + 10871743488836750870*7721763851449368697 + 7575000584872800746*~(x&~7721763851449368697),  3735936685*~x
2768182055055015858*~(x|615444142711792771) + 2768182047583142488*(x&~615444142711792771) + 15678562022390472443*~615444142711792771 + 3735936685*(x^615444142711792771),  3735936685*~x
14184658492884252830*(x&~7810172069194051604) + 14184658496620189515*~x + 4262085580825298786*~(x&7810172069194051604),  3735936685*~x
4558396185420135108*~x + 9116792363368396846*(x&5192285377187859867) + 13888347892025353193*~(x^5192285377187859867) + 13888347892025353193*5192285377187859867,  3735936685*~x
11457697236201322954*(x&~6049607220821913127) + 3735936685*~(x&6049607220821913127) + 11457697239937259639*~(x&~6049607220821913127) + 11457697239937259639,  3735936685*~x
10138535927753788103*x + 8308208142219826828*(x|~2731688672849133881) + 8308208142219826828*(x|2731688672849133881) + 8308208138483890143,  3735936685*~x
15337221994122844017*~(x|~7088909942662130790) + 18446744069973614931*(x&7088909942662130790) + 15337221994122844017*~(x^7088909942662130790) + 3109522083322644284*~(x&~7088909942662130790),  3735936685*~x
16008413725685975487*(x&~5201845733143564559) + 3735936685*~(x&5201845733143564559) + 16008413729421912172*~(x^5201845733143564559) + 2438330344287639444*(x|~5201845733143564559),  3735936685*~x
1844531290815202507*(x^3502184009594265554) + 1844531290815202507*~(x^3502184009594265554) + 18446744069973614931*x + 1844531287079265822,  3735936685*~x
696942421038936521*~(x|~112642328760420010) + 696942417302999836*(x&112642328760420010) + 17749801652670615095*112642328760420010 + 3735936685*~(x&~112642328760420010),  3735936685*~x
1178205797470347752*~(x|8776148309697552254) + 1178205793734411067*(x&~8776148309697552254) + 1178205797470347752*~(x|~8776148309697552254) + 17268538279975140549*~(x&8776148309697552254),  3735936685*~x
6128148942113695010*~(x|6531804899925582355) + 18446744069973614931*(x&6531804899925582355) + 6128148942113695010*6531804899925582355 + 12318595135331793291*~(x&~6531804899925582355),  3735936685*~x
7687974603221246738*~5031816385196071664 + 7687974603221246738*~(x|~5031816385196071664) + 3735936685*~x + 10758769470488304878*~(x&5031816385196071664),  3735936685*~x
3735936685*~(x|7914457577806873720) + 1931386494720662741*~(x|~7914457577806873720) + 1931386490984726056*x + 16515357582724825560*(x|7914457577806873720),  3735936685*~x
10576259537160746323*~x + 10576259533424809638*x + 10576259533424809638,  3735936685*~x
10623539398817790438*(x&~5701295227778930652) + 10623539402553727123*~x + 7823204674891761178*~(x&5701295227778930652),  3735936685*~x
6483894932986158448*~x + 6483894929250221763*(x&4115830653491520473) + 11962849144459329853*~(x&~4115830653491520473),  3735936685*~x
16073930074757673670*(x&~3985268572551838401) + 18446744069973614931*(x&3985268572551838401) + 16073930078493610355*~(x&~3985268572551838401) + 16073930074757673670,  3735936685*~x
3735936685*~(x|557105042734451282) + 9255196164222498104*~(x|~557105042734451282) + 9255196160486561419*x + 9191547913222990197*(x|557105042734451282),  3735936685*~x
12983704862188641006*~170020551854470687 + 7520665650667730396*~(x|~170020551854470687) + 5463039215256847295*~x + 5463039211520910610*(x^170020551854470687),  3735936685*~x
6180133439844894333*~(x|5664345446899926155) + 6180133432373020963*x + 12266610637600593968*(x|~5664345446899926155) + 3735936685*(x|5664345446899926155),  3735936685*~x
9537115284087023696*~(x|4213661787836595906) + 9537115284087023696*~(x|~4213661787836595906) + 8909628793358464605*~x,  3735936685*~x
9346873735117248549*~(x|8862676063397332146) + 9099870342328239752*~x + 9099870338592303067*~(x^8862676063397332146) + 9346873735117248549*~(x&~8862676063397332146),  3735936685*~x
2464879457060124046*(x&6052523543897250660) + 15981864612913490885*~(x^6052523543897250660) + 15981864612913490885*6052523543897250660 + 2464879464531997416*~(x&~6052523543897250660),  3735936685*~x
3735936685*~(x|6162564856047755207) + 8994950716075890577*~6162564856047755207 + 8994950719811827262*~(x|~6162564856047755207) + 9451793357633661039*~(x&6162564856047755207),  3735936685*~x
7345156225303267501*~2157907098194205164 + 18446744069973614931*x + 7345156225303267501*2157907098194205164 + 7345156221567330816,  3735936685*~x
4386950174705513442*(x&~8528095425611106431) + 4386950178441450127*~x + 14059793899004038174*~(x&8528095425611106431),  3735936685*~x
12712360142719926295*(x&~1250161727162043818) + 12712360146455862980*~x + 5734383930989625321*~(x&1250161727162043818),  3735936685*~x
17967701390165087180*~(x&355041732166978296) + 17488658702884686059*(x&355041732166978296) + 479042683544464436*x + 479042687280401121*~(x&~355041732166978296),  3735936685*~x
5829496589316738183*~(x|~7721771224770423499) + 3735936685*~x + 5829496589316738183*~(x^7721771224770423499) + 12617247484392813433*~(x&~7721771224770423499),  3735936685*~x
7546963761354040890*~(x&7006763051089975674) + 7546963757618104205*(x&7006763051089975674) + 3735936685*~(x&~7006763051089975674) + 7546963761354040890,  3735936685*~x
7812328320555390862*~(x|6467404091426456279) + 14540579913431856185*~6467404091426456279 + 14540579917167792870*~x + 3906164160277695431*(x^6467404091426456279),  3735936685*~x
14114462645609144676*~(x|~329312672583684816) + 3735936685*~x + 14114462645609144676*(x|~329312672583684816) + 14114462645609144676,  3735936685*~x
11383395707776237107*~(x|4912403128883614237) + 18446744069973614931*(x&~4912403128883614237) + 11383395707776237107*(x^4912403128883614237) + 7063348369669251194*~(x&4912403128883614237),  3735936685*~x
3074108331457635224*(x&~7539245132115481154) + 3074108335193571909*~x + 15372635742251916392*~(x&7539245132115481154),  3735936685*~x
10851964649319530926*~x + 7594779428125957375*(x^4067979593001785766) + 7594779428125957375*~(x&~4067979593001785766) + 10851964645583594241*(x|4067979593001785766),  3735936685*~x
1428715138738913110*~x + 1428715135002976425*(x&4981164243856266194) + 17018028938706575191*~(x&~4981164243856266194),  3735936685*~x
17246031485946226827*~(x|6771685574104953430) + 17246031485946226827*~(x|~6771685574104953430) + 1200712591499261474*~x,  3735936685*~x
1803840489733439627*(x&~8831760796495036832) + 1803840489733439627*(x&8831760796495036832) + 16642903580240175304*x + 18446744069973614931,  3735936685*~x
17126165762069345349*~8183804630245688704 + 15805587450429139082*~(x|~8183804630245688704) + 1320578315376142952*~x + 1320578311640206267*(x^8183804630245688704),  3735936685*~x
5297070031071884561*~(x|4759938356293903796) + 13149674046373603740*~x + 13149674042637667055*(x&4759938356293903796) + 5297070031071884561*4759938356293903796,  3735936685*~x
5835602426598375233*~x + 12611141650847113068*~(x&4498574118981076502) + 12611141650847113068*~(x&~4498574118981076502) + 12611141650847113068,  3735936685*~x
12829156730204563182*~(x|9071708009529674771) + 3735936685*~(x|~9071708009529674771) + 12829156726468626497*(x^9071708009529674771) + 5617587347240925119*~(x&9071708009529674771),  3735936685*~x
11488326385787911416*~(x|2752637342457181520) + 18446744069973614931*(x&2752637342457181520) + 11488326385787911416*2752637342457181520 + 6958417691657576885*~(x&~2752637342457181520),  3735936685*~x
5599398190055891406*(x^2095852328343242475) + 5599398186319954721*(x&2095852328343242475) + 3735936685*~(x&~2095852328343242475) + 12847345883653660210*(x|2095852328343242475),  3735936685*~x
5016283682024252066*(x&~7826538458244720098) + 5016283685760188751*~x + 13430460391685299550*~(x&7826538458244720098),  3735936685*~x
442156427600227928*~(x|7551348158962967155) + 442156420128354558*(x&~7551348158962967155) + 18004587649845260373*~7551348158962967155 + 3735936685*(x^7551348158962967155),  3735936685*~x
18276101344608863767*~6714418718362067903 + 3735936685*~x + 18276101344608863767*(x&6714418718362067903) + 170642729100687849*(x|~6714418718362067903),  3735936685*~x
17268801937256235238*~(x|8983424823822235021) + 17268801929784361868*x + 1177942140189253063*(x|~8983424823822235021) + 3735936685*(x|8983424823822235021),  3735936685*~x
9341293405473799512*~(x|9087904440273697259) + 9341293405473799512*~(x|~9087904440273697259) + 9105450671971688789*~x,  3735936685*~x
13499836721312853235*~2265621600445114230 + 13499836717576916550*(x&2265621600445114230) + 4946907352396698381*(x|~2265621600445114230) + 3735936685*~(x&~2265621600445114230),  3735936685*~x
17133078494784727551*(x&~5235739522875402554) + 3735936685*~5235739522875402554 + 17133078502256600921*~(x|~5235739522875402554) + 1313665575188887380*(x^5235739522875402554),  3735936685*~x
10763334274281508971*~x + 10763334270545572286*x + 10763334270545572286,  3735936685*~x
6637716572144074424*~(x|4235472724317906841) + 6637716572144074424*~(x|~4235472724317906841) + 11809027505301413877*~x,  3735936685*~x
16639679006054021900*~(x|4172692024683681363) + 16639679006054021900*~(x|~4172692024683681363) + 1807065071391466401*~x,  3735936685*~x
5240817415278348544*~(x|2464594875689033332) + 18446744069973614931*(x&~2464594875689033332) + 5240817415278348544*(x^2464594875689033332) + 13205926662167139757*~(x&2464594875689033332),  3735936685*~x
12454777463019802683*(x&~185656125270219967) + 12454777466755739368*~x + 5991966610689748933*~(x&185656125270219967),  3735936685*~x
6501456854129282526*(x&~6792934959530454903) + 11945287223316205775*~x + 11945287219580269090*x + 6501456854129282526*~(x&~6792934959530454903),  3735936685*~x
2207893309414926194*(x&~3810121812319950954) + 2207893313150862879*~x + 16238850764294625422*~(x&3810121812319950954),  3735936685*~x
17220647606522257916*~(x|1163856348692203053) + 1226096470923230385*~1163856348692203053 + 1226096474659167070*~(x|~1163856348692203053) + 17220647602786321231*(x^1163856348692203053),  3735936685*~x
5516713696303288553*(x&~3902575839916534935) + 12930030377406263063*~(x&3902575839916534935) + 12930030373670326378*x + 12930030373670326378,  3735936685*~x
8578179358900591602*~(x|~5912914209056704635) + 3735936685*~x + 8578179358900591602*(x|~5912914209056704635) + 8578179358900591602,  3735936685*~x
12751684423031145787*(x&~2693584754043176634) + 12751684426767082472*~x + 5695059650678405829*~(x&2693584754043176634),  3735936685*~x
16826230854917748848*~x + 16826230851181812163*x + 16826230851181812163,  3735936685*~x
5020752281876995611*~x + 5020752278141058926*~(x^5506175447795116345) + 5020752278141058926*5506175447795116345 + 8405239517427433764*~(x&~5506175447795116345),  3735936685*~x
13964529237605721234*~6201826888907521926 + 13964529237605721234*~(x|~6201826888907521926) + 3735936685*~x + 4482214836103830382*~(x&6201826888907521926),  3735936685*~x
5320337697090853819*(x&~2893500914581207381) + 5320337700826790504*~x + 13126406376618697797*~(x&2893500914581207381),  3735936685*~x
10957459801825285189*~x + 3468175522469145392*(x&5396482879756213282) + 7489284275620203112*~(x^5396482879756213282) + 7489284275620203112*5396482879756213282,  3735936685*~x
4211826175478846642*~x + 4211826171742909957*x + 4211826171742909957,  3735936685*~x
3434819874875726974*~(x|5768625966174681637) + 7505962099416912321*~5768625966174681637 + 7505962103152849006*~x + 10940781974292639295*(x^5768625966174681637),  3735936685*~x
9574973488841817263*~x + 9574973485105880578*x + 9574973485105880578,  3735936685*~x
4647139240615592551*~x + 4647139236879655866*x + 4647139236879655866,  3735936685*~x
3049278587311059863*~(x|8764836617156141562) + 3735936685*~(x|~8764836617156141562) + 3049278583575123178*(x&8764836617156141562) + 15397465490134428438*~(x^8764836617156141562),  3735936685*~x
16511815351441840847*x + 1934928718531774084*(x|~160412730965152134) + 1934928718531774084*(x|160412730965152134) + 1934928714795837399,  3735936685*~x
18088744622481116861*~(x|8375714135995969958) + 18446744069973614931*(x&~8375714135995969958) + 18088744622481116861*(x^8375714135995969958) + 357999454964371440*~(x&8375714135995969958),  3735936685*~x
14033105534185474427*~(x|2465431487249461616) + 14033105530449537742*(x&~2465431487249461616) + 14033105534185474427*~(x|~2465431487249461616) + 4413638543260013874*~(x&2465431487249461616),  3735936685*~x
6457251098254234740*~(x|4935645535608303369) + 6457251098254234740*~(x|~4935645535608303369) + 11989492979191253561*~x,  3735936685*~x
9444325113388801425*~(x|~360928574366246246) + 3735936685*~x + 9444325113388801425*~(x^360928574366246246) + 9002418960320750191*~(x&~360928574366246246),  3735936685*~x
17195307314940383478*~(x|~8992454829209410605) + 1251436762505104823*~x + 1251436758769168138*(x&8992454829209410605) + 17195307314940383478*~(x^8992454829209410605),  3735936685*~x
16332649008752630883*~(x|~4500170702412149785) + 2114095068692857418*~x + 2114095064956920733*4500170702412149785 + 16332649008752630883*~(x&~4500170702412149785),  3735936685*~x
817391638568852052*~x + 17629352438876636249*~(x&2673322308921469504) + 17629352438876636249*~(x&~2673322308921469504) + 17629352438876636249,  3735936685*~x
