49374*(x&~5148131303079159687) + 18446744073709502242*~(x&5148131303079159687) + 3735887311*x,  49374 + 3735936685*x
18446744069973614931*~(x|6335158677720332968) + 6535423540111828922*~(x|~6335158677720332968) + 6535423543847765607*(x|~6335158677720332968) + 6535423540111878296,  49374 + 3735936685*x
16645216708238142259*~(x|2972475506402385094) + 18446744073709502242*~x + 16645216711974029570*x + 1801527365471409357*(x|~2972475506402385094),  49374 + 3735936685*x
14957353601451585486*~(x|7842690954684163943) + 14957353597715698175*~(x|~7842690954684163943) + 3489390472257916756*~x + 3735887311*(x|7842690954684163943),  49374 + 3735936685*x
17530006536788119137*(x&~86062829270902478) + 17530006536788069763*~x + 916737536921432479*~(x&86062829270902478) + 3735887311*x,  49374 + 3735936685*x
15010609745006483929*(x&~5892228866450989003) + 15010609745006533303*(x&5892228866450989003) + 3436134332438954998*x + 18446744073709502242*~(x&~5892228866450989003),  49374 + 3735936685*x
5363236584216946037*~x + 13083507489492556205*~(x&4497322634000325587) + 13083507489492556205*(x&4497322634000325587) + 5363236587952882722*x,  49374 + 3735936685*x
3242555531512942328*~x + 3242555535248879013*x + 3242555531512991702,  49374 + 3735936685*x
1029095322208644104*~(x|5379855336349648743) + 17417648747764970827*~x + 17417648751500907512*(x|~5379855336349648743) + 17417648747765020201,  49374 + 3735936685*x
4346236970831377874*~x + 4346236974567314559*x + 4346236970831427248,  49374 + 3735936685*x
4635308818463043444*(x&~1970851262546319513) + 4635308818462994070*~x + 13811435255246508172*~(x&1970851262546319513) + 3735887311*x,  49374 + 3735936685*x
7403702949353251291*~x + 7403702953089187976*x + 7403702949353300665,  49374 + 3735936685*x
7170350561946276231*~x + 7170350565682212916*x + 7170350561946325605,  49374 + 3735936685*x
17275870855898615835*(x&~7489649464143344288) + 3735936685*(x&7489649464143344288) + 17275870852162679150*~(x&~7489649464143344288) + 17275870852162728524,  49374 + 3735936685*x
1964268054875645970*~(x|~2175713449802919412) + 18446744073709502242*~x + 1964268058611533281*x + 16482476018833905646*(x|2175713449802919412),  49374 + 3735936685*x
18446744073709502242*~5209459092158300362 + 3735936685*(x^5209459092158300362) + 7471873370*(x&5209459092158300362) + 18446744069973565557*5209459092158300362,  49374 + 3735936685*x
5560551230424591086*~x + 5560551234160527771*x + 5560551230424640460,  49374 + 3735936685*x
3735887311*(x&~4145854547913001277) + 18446744069973614931*(x^4145854547913001277) + 18446744073709502242*~(x&~4145854547913001277) + 3735936685*(x|4145854547913001277),  49374 + 3735936685*x
2975841323732432379*~x + 2975841327468369064*x + 2975841323732481753,  49374 + 3735936685*x
17188294352818362063*~(x|4395044580302268171) + 17188294356554348122*x + 1258449720891140179*(x|~4395044580302268171) + 18446744073709502242*(x|4395044580302268171),  49374 + 3735936685*x
7333920943657548869*~(x|7654103361485803000) + 7333920943657548869*~(x|~7654103361485803000) + 11112823130051953373*~x + 3735887311*x,  49374 + 3735936685*x
474461782283163815*~(x|2471073393037316412) + 18446744069973614931*~(x|~2471073393037316412) + 474461786019100500*(x|2471073393037316412) + 474461782283213189,  49374 + 3735936685*x
3823992096424163734*~(x|1850519594327462676) + 14622751973549401823*~(x|~1850519594327462676) + 14622751977285338508*(x|~1850519594327462676) + 3823992100160100419*(x|1850519594327462676),  49374 + 3735936685*x
17420830779508469704*~(x&4956776553937437357) + 17420830783244406389*(x&4956776553937437357) + 18446744069973614931*~(x&~4956776553937437357) + 17420830775772582393,  49374 + 3735936685*x
18446744069973664305*~(x|~3107189435528787067) + 18446744073709502242*~(x&3107189435528787067) + 18446744073709502242*3107189435528787067 + 3735936685*(x|3107189435528787067),  49374 + 3735936685*x
11930722053709641981*~(x|7048368751488094044) + 11930722057445529292*~(x|~7048368751488094044) + 6516022016263972950*~x + 3735887311*(x|~7048368751488094044),  49374 + 3735936685*x
7598799692910485165*~x + 7598799696646421850*x + 7598799692910534539,  49374 + 3735936685*x
3644890192532683736*~(x|~2876411264958587501) + 3644890196268620421*(x|~2876411264958587501) + 3735936685*(x|2876411264958587501) + 3644890196268669795,  49374 + 3735936685*x
12387222308407504555*(x^278123820619109425) + 12387222308407504555*~(x^278123820619109425) + 3735936685*x + 12387222308407553929,  49374 + 3735936685*x
18446744069973614931*~x + 18446744069973664305*(x&1367835843305238644) + 3735887311*(x|~1367835843305238644) + 3735887311*1367835843305238644,  49374 + 3735936685*x
8565382830327371674*~x + 8565382834063308359*x + 8565382830327421048,  49374 + 3735936685*x
12946290593564257729*~(x|~965098202668121849) + 2750226738204653914*~x + 15696517335504848328*(x|~965098202668121849) + 2750226741940590599*(x|965098202668121849),  49374 + 3735936685*x
17902849437566280347*~x + 17902849441302217032*x + 17902849437566329721,  49374 + 3735936685*x
8238943505693534045*(x&~5615131458614819784) + 18446744069973614931*~(x&5615131458614819784) + 8238943501957597360*~(x&~5615131458614819784) + 8238943498221710049,  49374 + 3735936685*x
2042052966856332920*~6485506237602072968 + 16404691106853169322*~x + 16404691110589106007*x + 2042052966856332920*6485506237602072968,  49374 + 3735936685*x
3867335763016751403*~(x|1885054153785829368) + 3867335763016751403*~(x|~1885054153785829368) + 3867335766752688088*x + 3867335763016800777,  49374 + 3735936685*x
13216438172865728984*(x&~5622377108369008153) + 13216438172865728984*(x&5622377108369008153) + 5230305904579759317*x + 49374,  49374 + 3735936685*x
15840466455936195507*~x + 2606277614037419424*~(x&4753016205716511028) + 2606277614037419424*~(x&~4753016205716511028) + 2606277610301532113,  49374 + 3735936685*x
735917534048070496*~(x|3219967211897312487) + 735917534048070496*~(x|~3219967211897312487) + 17710826539661431746*~x + 3735887311*x,  49374 + 3735936685*x
3371538111164638914*(x&~8402844860502058250) + 3735936685*x + 3371538111164638914*~(x&~8402844860502058250) + 3371538111164688288,  49374 + 3735936685*x
3735936685*~6679962978391564011 + 18446744069973614931*(x^6679962978391564011) + 7471873370*(x|6679962978391564011) + 3735986059,  49374 + 3735936685*x
18446744069973614931*~(x|3281755122557285740) + 8524414379370938709*~(x|~3281755122557285740) + 8524414383106875394*(x|~3281755122557285740) + 8524414379370988083,  49374 + 3735936685*x
3624038418156212377*(x&~6671577476881351196) + 18446744069973614931*~x + 3624038418156212377*~(x&~6671577476881351196) + 3624038414420325066,  49374 + 3735936685*x
3735887311*(x&~8150478220914284062) + 15887233171019981818*~x + 15887233174755918503*(x&8150478220914284062) + 2559510902689520424*~(x&~8150478220914284062),  49374 + 3735936685*x
10112388505032263718*(x&~2564387278898806113) + 10112388497560439722*~x + 8334355572413175209*~(x&2564387278898806113) + 3735887311*~(x&~2564387278898806113),  49374 + 3735936685*x
1531121435123218884*~2557884999321201137 + 18446744069973614931*~x + 1531121435123218884*2557884999321201137 + 1531121431387331573,  49374 + 3735936685*x
7142841607790359224*~8440929450652618071 + 18446744069973614931*~x + 7142841607790359224*8440929450652618071 + 7142841604054471913,  49374 + 3735936685*x
1069349074182129911*~x + 1069349077918066596*x + 1069349074182179285,  49374 + 3735936685*x
16191022663160484406*(x&~7290954025047907650) + 3735936685*x + 16191022663160484406*~(x&~7290954025047907650) + 16191022663160533780,  49374 + 3735936685*x
15175063732503571452*~8541001245878022875 + 3271680341205930790*~x + 3271680344941867475*x + 15175063732503571452*8541001245878022875,  49374 + 3735936685*x
6187837933290977242*~x + 6187837933291026616*(x&5817922420883716970) + 3735887311*x + 12258906140418525000*~(x&~5817922420883716970),  49374 + 3735936685*x
3205737807483852854*(x&~4066746090680149836) + 15241006269961586073*~(x&4066746090680149836) + 15241006273697522758*(x&4066746090680149836) + 3205737803747916169*~(x&~4066746090680149836),  49374 + 3735936685*x
13372174706412139405*~(x&2175270055284889878) + 13372174710148076090*(x&2175270055284889878) + 18446744069973614931*~(x&~2175270055284889878) + 13372174702676252094,  49374 + 3735936685*x
17412880160756453215*(x&4305994097110281127) + 1033863916689035086*x + 1033863912953098401*~(x&~4305994097110281127) + 1033863912953147775,  49374 + 3735936685*x
7356523367292562219*~x + 7356523371028498904*x + 7356523367292611593,  49374 + 3735936685*x
17314901458801592463*~(x|2529729304576628112) + 1131842611171973094*~(x|~2529729304576628112) + 1131842614907909779*(x|~2529729304576628112) + 17314901462537529148*(x|2529729304576628112),  49374 + 3735936685*x
7381133743307384706*~(x|~7454028859176531141) + 7381133747043321391*(x|~7454028859176531141) + 3735936685*(x|7454028859176531141) + 7381133747043370765,  49374 + 3735936685*x
3735887311*~6127010459106786658 + 18446744073709502242*~x + 18446744069973664305*~(x&6127010459106786658) + 3735887311*(x|6127010459106786658),  49374 + 3735936685*x
14843176234161366156*~(x|4739742636996627658) + 3603567839548136086*~x + 3603567843284072771*x + 14843176234161366156*(x|4739742636996627658),  49374 + 3735936685*x
14815405911970392094*~x + 14815405915706328779*x + 14815405911970441468,  49374 + 3735936685*x
9025013219306076178*(x&~7806635933931355081) + 18446744069973614931*~x + 9025013219306076178*~(x&~7806635933931355081) + 9025013215570188867,  49374 + 3735936685*x
9999948685207384227*~(x|7913113644061621722) + 18446744073709502242*~x + 9999948688943271538*x + 8446795388502167389*(x|~7913113644061621722),  49374 + 3735936685*x
14034320881489380108*~x + 9621897693005194659*x + 4412423192220122134*(x|~6040699137919055534) + 4412423192220122134*(x|6040699137919055534),  49374 + 3735936685*x
2894883771061976214*~(x|8178561117403266881) + 2894883774797962273*x + 15551860302647526028*(x|~8178561117403266881) + 18446744073709502242*(x|8178561117403266881),  49374 + 3735936685*x
3735986059*(x&~1274543522517054347) + 18446744069973614931*~1274543522517054347 + 18446744073709502242*(x^1274543522517054347) + 3735887311*(x|~1274543522517054347),  49374 + 3735936685*x
10302169389327303375*~x + 10302169393063240060*x + 10302169389327352749,  49374 + 3735936685*x
9724299046451894238*~6799542920604311196 + 8722445027257608004*~x + 8722445030993544689*x + 9724299046451894238*6799542920604311196,  49374 + 3735936685*x
7854994823636824517*~x + 10591749250072677725*~(x&7129171677875246601) + 10591749250072677725*(x&7129171677875246601) + 7854994827372761202*x,  49374 + 3735936685*x
15323079454022369705*(x&~724338332256438653) + 15323079454022369705*(x&724338332256438653) + 3123664623423118596*x + 49374,  49374 + 3735936685*x
8646889919439139499*~(x|~8863673047743111058) + 8646889923175076184*x + 9799854154270412117*(x|8863673047743111058) + 49374,  49374 + 3735936685*x
2732718779196472242*~(x|2726639277615357818) + 15714025290777142689*~x + 15714025294513079374*(x|~2726639277615357818) + 15714025290777192063,  49374 + 3735936685*x
7471774622*(x&~5747361076696016163) + 18446744073709502242*~x + 18446744069973664305*(x^5747361076696016163) + 3735887311*5747361076696016163,  49374 + 3735936685*x
10752539822076983094*(x&~4253857674775707441) + 13070474162671035382*~(x&4253857674775707441) + 13070474166406972067*x + 5376269911038466860*~(x&~4253857674775707441),  49374 + 3735936685*x
10551085148292132845*~(x|5367444553946174906) + 3947829460840716356*~x + 3947829464576653041*(x|~5367444553946174906) + 14498914612868785886*(x|5367444553946174906),  49374 + 3735936685*x
4489750774942466402*~x + 4489750778678403087*x + 4489750774942515776,  49374 + 3735936685*x
18446744069973614931*~(x|9214014334603312585) + 6384895274282903426*~(x|~9214014334603312585) + 6384895278018840111*(x|~9214014334603312585) + 6384895274282952800,  49374 + 3735936685*x
18446744069973614931*~x + 1615434582761585285*(x^5753574684961283251) + 1615434582761585285*~(x^5753574684961283251) + 1615434579025697974,  49374 + 3735936685*x
8839019852633968320*~x + 8839019852634017694*(x&8553059554287320284) + 3735887311*x + 9607724221075533922*~(x&~8553059554287320284),  49374 + 3735936685*x
4395035419993399856*(x&~1301476026041796330) + 4395035419993350482*~x + 14051708653716151760*~(x&1301476026041796330) + 3735887311*x,  49374 + 3735936685*x
1953669618748101720*(x&~3976700914198445159) + 16493074454961400522*~x + 16493074458697337207*x + 1953669618748101720*~(x&~3976700914198445159),  49374 + 3735936685*x
2502959151921504023*(x&~6052840641296820273) + 18446744073709502242*~x + 2502959151921504023*(x&6052840641296820273) + 15943784925523934904*x,  49374 + 3735936685*x
15666073077573359924*~x + 3735887311*~(x&5767078126016051534) + 15666073085045183920*(x&5767078126016051534) + 2780670992400255007*~(x&~5767078126016051534),  49374 + 3735936685*x
5448521737274046356*~7790576686797448888 + 12998222336435455886*~x + 12998222340171392571*x + 5448521737274046356*7790576686797448888,  49374 + 3735936685*x
10930484377535066159*~(x&7379356300721299532) + 10930484381271002844*(x&7379356300721299532) + 18446744069973614931*~(x&~7379356300721299532) + 10930484373799178848,  49374 + 3735936685*x
11229782739125970639*~(x&6545480878168587279) + 11229782742861907324*(x&6545480878168587279) + 18446744069973614931*~(x&~6545480878168587279) + 11229782735390083328,  49374 + 3735936685*x
3488521884199285892*~(x|~7218482302561727645) + 3488521887935271951*x + 18446744073709502242*(x|~7218482302561727645) + 14958222189510216350*(x|7218482302561727645),  49374 + 3735936685*x
6342761054197222687*~(x|4766831795011380414) + 6051991507888171435*~x + 6051991511624108120*(x|~4766831795011380414) + 12394752565821330807*(x|4766831795011380414),  49374 + 3735936685*x
8620547438544278716*~x + 8620547442280215401*x + 8620547438544328090,  49374 + 3735936685*x
3717690144282977191*~x + 3717690148018913876*(x&3355504734742134642) + 14729053925690637740*~(x&~3355504734742134642) + 18446744069973664305,  49374 + 3735936685*x
10296029217901895662*~(x|~3860275858810398948) + 8150714855807606580*~x + 8150714859543543265*x + 10296029217901895662*(x|~3860275858810398948),  49374 + 3735936685*x
18116953856417474455*~(x|~2734262580006101042) + 329790217292027787*~x + 329790221027964472*x + 18116953856417474455*(x|~2734262580006101042),  49374 + 3735936685*x
219307621994240864*~(x|2600367461189609167) + 219307618258353553*~(x|~2600367461189609167) + 18227436451715261378*~x + 3735887311*(x|2600367461189609167),  49374 + 3735936685*x
16852860814579180676*~(x|3022575161121703675) + 1593883255394434255*~x + 1593883259130370940*(x|~3022575161121703675) + 1593883255394483629,  49374 + 3735936685*x
15383451865771082989*~(x|5885075592328527291) + 15383451862035195678*~(x|~5885075592328527291) + 3063292207938419253*~x + 3735887311*(x|5885075592328527291),  49374 + 3735936685*x
558568382471581561*~(x|4140486467088605719) + 18167459880605767806*~x + 18167459884341704491*(x|~4140486467088605719) + 279284193103734436*(x|4140486467088605719),  49374 + 3735936685*x
5064038684376344306*~x + 5064038688112280991*x + 5064038684376393680,  49374 + 3735936685*x
11996843908899602778*~(x|~9175631106656227955) + 18446744073709502242*~x + 11996843912635490089*x + 6449900164809948838*(x|9175631106656227955),  49374 + 3735936685*x
18446744069973614931*~x + 8782261602323464893*~(x&8354193845265870390) + 8782261602323464893*(x&8354193845265870390) + 8782261598587577582,  49374 + 3735936685*x
16424702491097597422*(x&~3668875814649203998) + 18446744069973614931*~(x&3668875814649203998) + 16424702487361660737*~(x&~3668875814649203998) + 16424702483625773426,  49374 + 3735936685*x
1180397701350100380*~(x|1630971950293096283) + 1180397705086086439*x + 17266346372359401862*(x|~1630971950293096283) + 18446744073709502242*(x|1630971950293096283),  49374 + 3735936685*x
15609240077997911788*~x + 15609240081733848473*(x&4618114841374215629) + 2837503991975703143*~(x&~4618114841374215629) + 18446744069973664305,  49374 + 3735936685*x
13376494870606107819*(x&~1744256633889676738) + 18446744069973614931*~x + 13376494870606107819*~(x&~1744256633889676738) + 13376494866870220508,  49374 + 3735936685*x
16048406459876481894*~(x&6693792383175360951) + 16048406463612418579*x + 16048406459876481894*~(x&~6693792383175360951) + 13650068846043461546,  49374 + 3735936685*x
18446744069973614931*~(x|~8943161428576569036) + 3735887311*(x^8943161428576569036) + 3735936685*(x&8943161428576569036) + 18446744073709502242*~(x^8943161428576569036),  49374 + 3735936685*x
11048795285290898673*(x&~8933889725076905528) + 11048795277819074677*~x + 7397948792154540254*~(x&8933889725076905528) + 3735887311*~(x&~8933889725076905528),  49374 + 3735936685*x
3355480312830823318*~(x&5261096078978420247) + 3355480316566760003*x + 3355480312830823318*~(x&~5261096078978420247) + 6710960625661696010,  49374 + 3735936685*x
8406810030080413941*~(x|~4796696519838140146) + 8406810033816350626*(x|~4796696519838140146) + 3735936685*(x|4796696519838140146) + 8406810033816400000,  49374 + 3735936685*x
1515861294570229250*~x + 1515861298306165935*x + 1515861294570278624,  49374 + 3735936685*x
16524188205590918021*(x&~2128781790292412191) + 3735936685*(x&2128781790292412191) + 16524188201854981336*~(x&~2128781790292412191) + 16524188201855030710,  49374 + 3735936685*x
9179444241527997117*~(x&5373033697279406381) + 18358888483056043608*(x&5373033697279406381) + 9267299835917441810*x + 9267299832181505125*~(x&~5373033697279406381),  49374 + 3735936685*x
3735887311*(x&~5094131210274500713) + 2220537408164992069*~x + 2220537411900928754*(x&5094131210274500713) + 16226206665544510173*~(x&~5094131210274500713),  49374 + 3735936685*x
16336937968908823236*~(x|~2497794179156263610) + 16336937972644809295*x + 18446744073709502242*(x|~2497794179156263610) + 2109806104800679006*(x|2497794179156263610),  49374 + 3735936685*x
5187968547126942762*~x + 5187968550862879447*x + 5187968547126992136,  49374 + 3735936685*x
11360230912863850527*~2964740203133890181 + 18446744069973614931*~x + 11360230912863850527*2964740203133890181 + 11360230909127963216,  49374 + 3735936685*x
18352221441076363681*~(x|6739357198870898632) + 18352221444812300366*x + 94522632633187935*(x|~6739357198870898632) + 49374,  49374 + 3735936685*x
12383429907690248012*(x&~3415084211236134360) + 12383429903954311327*~x + 6063314166019303604*~(x&3415084211236134360) + 18446744069973664305,  49374 + 3735936685*x
4220388629658944000*(x&~6705716915371792168) + 16336549758880054929*~(x&6705716915371792168) + 16336549762615991614*x + 2110194314829447313*~(x&~6705716915371792168),  49374 + 3735936685*x
16045186484930187043*(x&~3569895506436367140) + 2401557592515251884*~(x&3569895506436367140) + 2401557596251188569*(x&3569895506436367140) + 16045186481194250358*~(x&~3569895506436367140),  49374 + 3735936685*x
1432602133700765545*~(x|~3328277973613317754) + 18446744069973614931*~x + 1432602133700765545*(x|~3328277973613317754) + 1432602129964878234,  49374 + 3735936685*x
15417705101016800721*(x&~7686749551795259096) + 3735936685*x + 15417705101016800721*~(x&~7686749551795259096) + 15417705101016850095,  49374 + 3735936685*x
11703157333922361015*~x + 6743586739787141227*(x^1831965112797272172) + 6743586739787141227*~(x^1831965112797272172) + 11703157337658297700*x,  49374 + 3735936685*x
18446744069973614931*~x + 14031554865509080320*(x^4612796628276289367) + 14031554865509080320*~(x^4612796628276289367) + 14031554861773193009,  49374 + 3735936685*x
17923262295467636917*~x + 523481774505978014*~(x&7745331254340096948) + 523481774505978014*~(x&~7745331254340096948) + 523481770770090703,  49374 + 3735936685*x
9093967534855817968*~x + 13899760306281617945*~(x&8681043537985196895) + 4546983771163820982*x + 13899760306281617945*~(x&~8681043537985196895),  49374 + 3735936685*x
1724169787637953394*~(x|2313081617257697424) + 18446744069973614931*~(x|~2313081617257697424) + 1724169791373890079*(x|2313081617257697424) + 1724169787638002768,  49374 + 3735936685*x
4347886773891143773*~(x|7493003433681241256) + 18446744073709502242*~(x|~7493003433681241256) + 4347886777627080458*x + 14098857299818358469*(x|~7493003433681241256),  49374 + 3735936685*x
17686592253754297786*~(x|2604314965018680122) + 760151816219267771*~(x|~2604314965018680122) + 760151819955204456*(x|~2604314965018680122) + 17686592257490234471*(x|2604314965018680122),  49374 + 3735936685*x
7849132710624643763*~(x|~7009307149625188916) + 10597611359348971168*~x + 10597611363084907853*(x|7009307149625188916) + 10597611359349020542,  49374 + 3735936685*x
10898558027494235956*~x + 10898558031230172641*x + 10898558027494285330,  49374 + 3735936685*x
15673873805033210186*(x&~8041507163258225327) + 15673873805033160812*~x + 2772870268676341430*~(x&8041507163258225327) + 3735887311*x,  49374 + 3735936685*x
118464307759688132*~x + 18328279765949814110*(x^2159681868221626499) + 18328279765949814110*~(x^2159681868221626499) + 118464311495624817*x,  49374 + 3735936685*x
16956433215975001394*~x + 1490310853998613537*~(x&4608079551001476958) + 1490310853998613537*~(x&~4608079551001476958) + 1490310850262726226,  49374 + 3735936685*x
2917514536509830160*~x + 2917514540245766845*x + 2917514536509879534,  49374 + 3735936685*x
10576834491103683873*~x + 10576834494839620558*x + 10576834491103733247,  49374 + 3735936685*x
5089973498783148509*~(x|~3054101726064559307) + 18446744073709502242*~x + 5089973502519035820*x + 13356770574926403107*(x|3054101726064559307),  49374 + 3735936685*x
854473668517236472*~(x|1436988719423438665) + 18446744073709502242*~x + 854473672253123783*x + 17592270405192315144*(x|~1436988719423438665),  49374 + 3735936685*x
17442748464520651427*~(x&1294487687844416719) + 17442748468256588112*x + 17442748464520651427*~(x&~1294487687844416719) + 16438752855331800612,  49374 + 3735936685*x
170535445369306149*~(x|~4709730810292822874) + 18446744073709502242*~x + 170535449105193460*x + 18276208628340245467*(x|4709730810292822874),  49374 + 3735936685*x
13562182716707340931*~(x|4062303249574131953) + 4884561357002161311*~x + 4884561360738097996*x + 13562182716707340931*(x|4062303249574131953),  49374 + 3735936685*x
2238927548388700792*(x&~31779678592960824) + 16207816525320801450*~x + 16207816529056738135*x + 2238927548388700792*~(x&~31779678592960824),  49374 + 3735936685*x
18446744069973614931*~(x|2614492476022051401) + 17157945642957378717*~(x|~2614492476022051401) + 17157945646693315402*(x|~2614492476022051401) + 17157945642957428091,  49374 + 3735936685*x
10295542320550272239*~x + 10295542324286208924*(x|~3325585534757132450) + 10295542324286208924*(x|3325585534757132450) + 2144340571126978921,  49374 + 3735936685*x
1962528715435644831*~x + 1962528719171581516*x + 1962528715435694205,  49374 + 3735936685*x
9918278597635708576*~x + 9918278601371645261*x + 9918278597635757950,  49374 + 3735936685*x
18446744073709502242*~(x|8281535751217123964) + 229327745226632608*~(x|~8281535751217123964) + 229327748962569293*x + 18217416328482869634*(x|8281535751217123964),  49374 + 3735936685*x
3735887311*~8504153211682225232 + 18446744073709502242*~(x|~8504153211682225232) + 7471823996*(x&8504153211682225232) + 18446744069973614931*~(x^8504153211682225232),  49374 + 3735936685*x
10098984182106960735*~(x|4660689113364775384) + 10098984185842946794*x + 8347759891602541507*(x|~4660689113364775384) + 18446744073709502242*(x|4660689113364775384),  49374 + 3735936685*x
14593516619457232489*~(x|~5338432255266283362) + 14593516623193218548*x + 18446744073709502242*(x|~5338432255266283362) + 3853227454252269753*(x|5338432255266283362),  49374 + 3735936685*x
14114656699010520652*~x + 4332087370963094279*~(x&2685763392916123920) + 4332087370963094279*~(x&~2685763392916123920) + 4332087367227206968,  49374 + 3735936685*x
7406498451205120113*~x + 7406498454941056798*x + 7406498451205169487,  49374 + 3735936685*x
11181603773979361188*~x + 11181603777715297873*x + 11181603773979410562,  49374 + 3735936685*x
441089231730574522*(x&~3872782876220926654) + 18005654841978977094*~(x&3872782876220926654) + 18005654845714913779*x + 18005654841979026468,  49374 + 3735936685*x
17323980298673203901*~(x|8381107909252355655) + 18446744073709502242*~(x|~8381107909252355655) + 17323980302409140586*x + 1122763775036298341*(x|~8381107909252355655),  49374 + 3735936685*x
4357429458470771208*~x + 14089314611502843723*~(x&7946912733204719233) + 14089314611502843723*~(x&~7946912733204719233) + 14089314607766956412,  49374 + 3735936685*x
10985470198969577085*(x&~7641133913668708792) + 3735936685*(x&7641133913668708792) + 10985470195233640400*~(x&~7641133913668708792) + 10985470195233689774,  49374 + 3735936685*x
6273591134457861788*(x&~2265187063552069342) + 6273591134457911162*(x&2265187063552069342) + 12173152942987577139*x + 18446744073709502242*~(x&~2265187063552069342),  49374 + 3735936685*x
3715473502498530545*~x + 3715473506234467230*x + 3715473502498579919,  49374 + 3735936685*x
12864366943684172340*~x + 12864366947420109025*x + 12864366943684221714,  49374 + 3735936685*x
4190789556127358558*~(x|4889390124191237751) + 4190789559863245869*~(x|~4889390124191237751) + 14255954513846256373*~x + 3735887311*(x|~4889390124191237751),  49374 + 3735936685*x
7130501815853549318*(x&~6082972669558030370) + 18446744069973614931*~x + 7130501815853549318*~(x&~6082972669558030370) + 7130501812117662007,  49374 + 3735936685*x
8465330678389799202*~x + 9981413395319703040*~(x&1323345687445982425) + 9981413395319703040*(x&1323345687445982425) + 8465330682125735887*x,  49374 + 3735936685*x
18446744073709502242*~(x|8543084072013866622) + 1579744570045727521*~(x|~8543084072013866622) + 1579744573781664206*x + 16866999503663774721*(x|8543084072013866622),  49374 + 3735936685*x
18446744069973614931*~(x|2737090802705110243) + 9076475844807686420*~(x|~2737090802705110243) + 9076475848543623105*(x|~2737090802705110243) + 9076475844807735794,  49374 + 3735936685*x
8895737517162593073*~x + 8895737520898529758*x + 8895737517162642447,  49374 + 3735936685*x
16119334246935584150*(x&~1942141348072358907) + 3735936685*(x&1942141348072358907) + 16119334243199647465*~(x&~1942141348072358907) + 16119334243199696839,  49374 + 3735936685*x
8505877177542961360*~(x|~2511341968003954983) + 8505877181278898045*(x|~2511341968003954983) + 3735936685*(x|2511341968003954983) + 8505877181278947419,  49374 + 3735936685*x
16376799590371029616*~x + 16376799594106966301*x + 16376799590371078990,  49374 + 3735936685*x
2930413929158628746*(x&~3364999979909580099) + 18446744069973614931*~(x&3364999979909580099) + 2930413925422692061*~(x&~3364999979909580099) + 2930413921686804750,  49374 + 3735936685*x
5561378800334992432*~x + 15666054673542030713*~(x&6085579419263012644) + 2780689403903408214*x + 15666054673542030713*~(x&~6085579419263012644),  49374 + 3735936685*x
10560696307887700147*~x + 10560696311623636832*x + 10560696307887749521,  49374 + 3735936685*x
18316518015358071814*~x + 18316518019094008499*x + 18316518015358121188,  49374 + 3735936685*x
16834704498095919401*~x + 16834704501831856086*x + 16834704498095968775,  49374 + 3735936685*x
8647485362211313248*~x + 8647485365947249933*x + 8647485362211362622,  49374 + 3735936685*x
9016093982570228415*~(x|~522596675962896884) + 9016093986306165100*(x|~522596675962896884) + 3735936685*(x|522596675962896884) + 9016093986306214474,  49374 + 3735936685*x
4188910392042974631*~(x|1788694832252363314) + 14257833681666527611*~x + 14257833685402464296*x + 4188910392042974631*(x|1788694832252363314),  49374 + 3735936685*x
9760982123408842555*~6680606245937857360 + 18446744069973614931*~x + 9760982123408842555*6680606245937857360 + 9760982119672955244,  49374 + 3735936685*x
16471414500313416337*(x&~3473122987391567503) + 16471414496577479652*~x + 1975329573396135279*~(x&3473122987391567503) + 18446744069973664305,  49374 + 3735936685*x
6475088868747757861*(x&~2791985431963947558) + 6475088868747757861*(x&2791985431963947558) + 11971655208697730440*x + 49374,  49374 + 3735936685*x
6486042829808743710*~x + 6486042833544680395*x + 6486042829808793084,  49374 + 3735936685*x
5112637384552890235*(x&~1444025263810046240) + 18446744073709502242*~x + 5112637384552890235*(x&1444025263810046240) + 13334106692892548692*x,  49374 + 3735936685*x
1846039570941037728*~x + 1846039574676974413*x + 1846039570941087102,  49374 + 3735936685*x
2586633453965360768*~1720739627716710592 + 3735936685*x + 2586633453965360768*1720739627716710592 + 2586633453965410142,  49374 + 3735936685*x
2084794852799364480*(x&~2217761791719954256) + 18446744073709502242*~x + 2084794852799364480*(x&2217761791719954256) + 16361949224646074447*x,  49374 + 3735936685*x
17848373988163436671*~(x|2528273962476827464) + 18446744069973614931*~(x|~2528273962476827464) + 17848373991899373356*(x|2528273962476827464) + 17848373988163486045,  49374 + 3735936685*x
1349264709102300599*~x + 1349264712838237284*x + 1349264709102349973,  49374 + 3735936685*x
18446744069973614931*~(x|7721763851449368697) + 16472646460165394308*~(x|~7721763851449368697) + 16472646463901330993*(x|~7721763851449368697) + 16472646460165443682,  49374 + 3735936685*x
16578626220557224177*(x&~615444142711792771) + 3735936685*x + 16578626220557224177*~(x&~615444142711792771) + 16578626220557273551,  49374 + 3735936685*x
10984844328690690832*(x&~7810172069194051604) + 18446744069973614931*~(x&7810172069194051604) + 10984844324954754147*~(x&~7810172069194051604) + 10984844321218866836,  49374 + 3735936685*x
11280391227769566921*~x + 11280391231505503606*x + 11280391227769616295,  49374 + 3735936685*x
