18446744069973614931*~(x|(~y|5148131303079159687)) + 3735936685*(y&~5148131303079159687) + 18446744069973614931*~(x&(~y|5148131303079159687)) + 18446744069973664305,  49374 + 3735936685*x
18446744064743254198*(~(x&1128415531505723285)&(x^(1128415531505723285^z))) + 4483124022*(z^(x|(1128415531505723285&z))) + 5230311359*(z^~(x&(~1128415531505723285&z))) + 18446744071467989605*(~(x|1128415531505723285)|(1128415531505723285^z)) + 18446744072962364279*(1128415531505723285^~(~x|(1128415531505723285^z))) + 2988749348*(~(x&~1128415531505723285)&(x^(1128415531505723285^z))) + 18446744070720752894*((x&1128415531505723285)|~(x^(1128415531505723285^z))) + 3735936685*(z|(x^1128415531505723285)),  49374 + 3735936685*x
15063859316616674504*~(~x|(2434831165790196660|z)) + 18446744069973614931*(z^(~x|(~2434831165790196660|z))) + 18446744069973614931*(x&~2434831165790196660) + 1691442386018287239*(2434831165790196660^(x|(2434831165790196660&z))) + 16755301695163088373*(~(x&~2434831165790196660)&~(x^(2434831165790196660^z))) + 18446744069973614931*(~x&(2434831165790196660|z)) + 16755301695163088373*(z^~(x|~2434831165790196660)) + 1691442382282350554*(~(x^2434831165790196660)|(x^z)),  49374 + 3735936685*x
3735936685*(~z&(x^7592777291139738390)) + 18446744069973664305*(~7592777291139738390&~(x^z)) + 18446744073709502242*(7592777291139738390^(x|(~7592777291139738390|z))) + 18446744069973664305*(x^(7592777291139738390^z)) + 3735887311*(x&z) + 49374*~(x^(7592777291139738390|z)) + 3735887311*(x|~7592777291139738390) + 18446744073709502242*(7592777291139738390|~(x|z)),  49374 + 3735936685*x
18446744069973614931*(~x|(~8719656751948788532&z)) + 3735936685*~(x&8719656751948788532) + 18446744073709502242*(~x|(8719656751948788532^z)) + 18446744073709502242*~(~x|(8719656751948788532^z)) + 3735936685*(z^(~x&(8719656751948788532|z))) + 18446744069973614931*(z|~(x|~8719656751948788532)) + 3735936685*(z|(x&8719656751948788532)),  49374 + 3735936685*x
6148914689991172061*~(x|(~y|7787660248488914187)) + 12297829383718330181*(y^(x|(y|7787660248488914187))) + 6148914689991172061*(~x&(~y|7787660248488914187)) + 6148914693727108746*~(~x&(y|7787660248488914187)) + 12297829383718330181*(y|~(x|~7787660248488914187)) + 12297829383718330181*(y|(x&7787660248488914187)) + 6148914689991221435*(~x|(y|7787660248488914187)),  49374 + 3735936685*x
7471922744*~(~x|(3862305549975660586|z)) + 18446744073709502242*(~z&(x^3862305549975660586)) + 18446744069973614931*(z^~(x&~3862305549975660586)) + 3735887311*(z&~(x&3862305549975660586)) + 18446744073709502242*((x&3862305549975660586)|~(3862305549975660586|z)) + 7471873370*(z^~(x&(~3862305549975660586|z))) + 18446744069973614931*(~x|(~3862305549975660586|z)),  49374 + 3735936685*x
6728652737123429537*(5538905606817939280&~z) + 6728652733387443478*(z^~(~x&(~5538905606817939280&z))) + 13457305466774936330*(~x&(5538905606817939280|z)) + 13457305470510873015*((x&~5538905606817939280)|~(x^(5538905606817939280^z))) + 11718091336586122079*(~(x|~5538905606817939280)|~(x^(5538905606817939280^z))) + 4989438606934615286*~(x&(5538905606817939280&z)) + 6728652737123380163*(x&z) + 11718091340322058764*(5538905606817939280|(x^z)),  49374 + 3735936685*x
684993475643296859*(~x&(y&6276586748310795187)) + 17761750594330318072*((x^y)&(x^6276586748310795187)) + 18446744069973614931*~(x&(~y|6276586748310795187)) + 18446744069973614931*(~y|~(x^6276586748310795187)) + 18446744066237727620*((x&y)|~(x^(y^6276586748310795187))) + 7471823996*~(~x&(~y&6276586748310795187)) + 17761750601802142068*(6276586748310795187|~(x^y)) + 684993479379233544*(x|(~y|6276586748310795187)),  49374 + 3735936685*x
3735887311*(x&~2000528854670569307) + 98748*(2000528854670569307^(x|(~2000528854670569307|z))) + 18446744073709502242*(2000528854670569307^~(x&~z)) + 18446744073709502242*(2000528854670569307^~(x|(2000528854670569307^z))) + 18446744073709502242*(~z|~(x^2000528854670569307)) + 3736035433*(x|(2000528854670569307^z)) + 3736035433*(2000528854670569307&z) + 18446744069973466809*(z|(x^2000528854670569307)),  49374 + 3735936685*x
18446744066237727620*~(x|y) + 3735936685*((x&8759130626009899265)^~(x^(y&8759130626009899265))) + 18446744073709502242*((x&~y)|(y^8759130626009899265)) + 18446744069973614931*(~x&(y|8759130626009899265)) + 3735887311*(8759130626009899265^(x&(y|8759130626009899265))) + 3735887311*(y^~(x&8759130626009899265)) + 18446744073709502242*(8759130626009899265^~(x|y)) + 49374*(x|8759130626009899265),  49374 + 3735936685*x
18446744066237678246*~(x|(~2411476944169892533|z)) + 11207760681*(z^(x|2411476944169892533)) + 18446744069973614931*(2411476944169892533^(x|(2411476944169892533|z))) + 18446744066237678246*(x^(~2411476944169892533|z)) + 18446744069973614931*((x|2411476944169892533)&(x^(2411476944169892533^z))) + 7471823996*(z^~(x|2411476944169892533)),  49374 + 3735936685*x
18446744066237727620*~(~x|(~3322565000837650483|z)) + 3735887311*~(x|3322565000837650483) + 18446744069973614931*((x&3322565000837650483)^(3322565000837650483|~z)) + 7471823996*((x|3322565000837650483)&~(x^(3322565000837650483^z))) + 7471823996*(z^~(x&(3322565000837650483&z))) + 3735887311*(3322565000837650483|z) + 18446744066237727620*(~x|(3322565000837650483|z)),  49374 + 3735936685*x
18446744069973516183*(~x&(~y&945765767970373369)) + 6148914689991221435*((x&y)^(y|~945765767970373369)) + 6148914689991172061*~(x^(~y&945765767970373369)) + 12297829383718280807*(x|~945765767970373369) + 49374*(945765767970373369^~(x|(~y&945765767970373369))) + 6148914689991172061*(~(x&~y)&~(y^945765767970373369)) + 12297829383718330181*(945765767970373369|(x^y)) + 6148914693727158120*(x|(~y|945765767970373369)),  49374 + 3735936685*x
18446744069973565557*(~x&(~7528194008352580624&z)) + 7892366579312216692*(z^~(x&(~7528194008352580624&z))) + 5277188743462706090*((7528194008352580624&~z)^(~x|(7528194008352580624^z))) + 3735936685*(z^~(~x|(~7528194008352580624&z))) + 10554377494397285550*~(~x&(~7528194008352580624|z)) + 13169555330246845526*(z&(x|~7528194008352580624)) + 7892366575576280007*(7528194008352580624&z) + 5277188750934579460*(~(x&~7528194008352580624)&~(7528194008352580624^z)),  49374 + 3735936685*x
3735936685*(5467126977454910227^(x|(y|5467126977454910227))) + 18446744069973614931*(~x&(y^5467126977454910227)) + 18446744069973565557*(5467126977454910227^~(~x&(~y&5467126977454910227))) + 18446744066237579498*(~x&(y&5467126977454910227)) + 3735986059*~(x&(y|5467126977454910227)) + 18446744073709502242*(~y|~(x^5467126977454910227)) + 3735936685*(5467126977454910227|(x&y)),  49374 + 3735936685*x
6404371194*~(x|9179299504892057465) + 18446744072642148188*(~(x&9179299504892057465)&(x^(9179299504892057465^z))) + 18446744067305131048*~(x|(~9179299504892057465&z)) + 18446744072642148188*(z^(x&(~9179299504892057465|z))) + 5870694167*(9179299504892057465^(x&(9179299504892057465|z))) + 18446744071574744760*(~(x|~9179299504892057465)|(9179299504892057465^z)) + 5870694167*(9179299504892057465|(x&~z)) + 18446744071574744760*((9179299504892057465&z)|(~x&(9179299504892057465|z))),  49374 + 3735936685*x
11207760681*(x&(~9087324205766281896&z)) + 11207760681*(z^~(~x&(9087324205766281896&z))) + 18446744055029917565*(x^(9087324205766281896|z)) + 18446744062501790935*(9087324205766281896^~(x|(9087324205766281896^z))) + 14943697366*(x^(9087324205766281896^z)) + 18446744069973614931*(z^~(x&(9087324205766281896|z))) + 18446744069973614931*(9087324205766281896^(~x|(~9087324205766281896&z))) + 7471823996*~(x&~9087324205766281896),  49374 + 3735936685*x
18446744073709403494*(2068795860010031493^~(x&(~2068795860010031493&z))) + 3735788563*(2068795860010031493^z) + 3735887311*((x&~2068795860010031493)|~(x^(2068795860010031493^z))) + 18446744069973713679*(~x|(~2068795860010031493&z)) + 7471675874*(z^(~x&(~2068795860010031493|z))) + 18446744069973861801*(x|~2068795860010031493) + 3735837937*(z^~(~x|(2068795860010031493&z))) + 18446744069973614931*((x&2068795860010031493)|~(x^(2068795860010031493^z))),  49374 + 3735936685*x
18446744055029917565*~(x|2216340605982385948) + 18446744073709502242*(~x&(y^2216340605982385948)) + 18446744066237678246*(2216340605982385948^~(~x&(y|2216340605982385948))) + 14943697366*(y^~(~x&(y|2216340605982385948))) + 7471823996*(y^~(x|(~y&2216340605982385948))) + 3735936685*(~(x|y)|(x^(y^2216340605982385948))) + 3735936685*(2216340605982385948^~(~x|(y&2216340605982385948))) + 18446744062501741561*((x&y)^(x^(y&2216340605982385948))),  49374 + 3735936685*x
18446744069973614931*~(~x|(2109327995301221485|z)) + 18446744069973664305*((x&z)^~(x^(2109327995301221485&z))) + 18446744069973565557*(~x&(~2109327995301221485|z)) + 3735887311*~(x&(2109327995301221485&z)) + 18446744073709502242*(2109327995301221485&(x|~z)) + 3735887311*(2109327995301221485^~(x&(2109327995301221485&z))) + 49374*(~(x^2109327995301221485)|(x^z)),  49374 + 3735936685*x
18446744069973516183*~(4469385288602447172|z) + 18446744069973368061*(x&~4469385288602447172) + 18446744069973417435*(z^~(x&(4469385288602447172&z))) + 18446744069973466809*(4469385288602447172^~(x&(~4469385288602447172|z))) + 3736035433*(x^(~4469385288602447172&z)) + 7472120240*~(~x&(4469385288602447172|z)) + 3736084807*((x^4469385288602447172)|~(x^z)) + 18446744069973417435*((4469385288602447172&z)|(x&(4469385288602447172|z))),  49374 + 3735936685*x
148122*~(x|7325829732643336263) + 49374*((x^7325829732643336263)&~(x^z)) + 18446744073709502242*(~(x&7325829732643336263)&~(x^(7325829732643336263^z))) + 49374*(z^(~x&(7325829732643336263|z))) + 3736035433*x + 18446744073709502242*(z&(x|~7325829732643336263)) + 18446744073709403494*~(~x&(7325829732643336263&z)),  49374 + 3735936685*x
12297829383718330181*((6645046956388790073&z)^~(x&(6645046956388790073^z))) + 12297829383718330181*(6645046956388790073^~(x&~z)) + 12297829383718330181*(z^(x&(~6645046956388790073|z))) + 12297829372510569500*(~x&(6645046956388790073|z)) + 6148914686255284750*((x|~6645046956388790073)&~(6645046956388790073^z)) + 3735936685*(~(x|~6645046956388790073)|(x^(6645046956388790073^z))) + 6148914693727108746*(6645046956388790073|(x^z)) + 6148914693727108746*(z^~(x|(6645046956388790073&z))),  49374 + 3735936685*x
6148914689991199491*(370681304456542969^~(x&(370681304456542969^z))) + 6148914689991166575*(370681304456542969^~(~x&(370681304456542969^z))) + 12297829383718368583*((x&370681304456542969)^~(x^(~370681304456542969|z))) + 18446744073709535158*(370681304456542969^~(x&~z)) + 18446744073709518700*((370681304456542969&~z)|~(~x|(~370681304456542969&z))) + 3735969601*~(~x&(370681304456542969|z)) + 6148914689991183033*((x&370681304456542969)|~(x^(370681304456542969^z))) + 12297829383718319209*(x|z),  49374 + 3735936685*x
3735936685*(y^(~x|(y&6522370705341486236))) + 3735986059*(y^(x|6522370705341486236)) + 18446744073709502242*~(x&(y|6522370705341486236)) + 18446744069973614931*(~(x|~y)|~(x^(y^6522370705341486236))) + 18446744069973614931*(y^(x|(~y&6522370705341486236))) + 18446744062501790935*((x&y)|(x^(y^6522370705341486236))) + 7471774622*(x|(y^6522370705341486236)) + 7471873370*(y|(x&~6522370705341486236)),  49374 + 3735936685*x
12297829387454266866*(3902956989844647239^(x|(3902956989844647239|z))) + 12297829379982393496*(3902956989844647239^(x|z)) + 6148914689991221435*((x^3902956989844647239)&(x^z)) + 18446744073709502242*(~(x&~3902956989844647239)&~(x^(3902956989844647239^z))) + 6148914693727108746*((x|3902956989844647239)&(x^(3902956989844647239^z))) + 3735936685*((3902956989844647239&z)|(x&(3902956989844647239|z))) + 12297829379982393496*z,  49374 + 3735936685*x
18446744066237727620*(~(x|y)|(y^5361331423421471574)) + 3735887311*(~x|(y^5361331423421471574)) + 7471823996*(5361331423421471574^~(x&(y|5361331423421471574))) + 18446744062501840309*(y&~(x&~5361331423421471574)) + 18446744069973614931*(~(x|~y)|~(y^5361331423421471574)) + 7471823996*y + 3735887311*((y&5361331423421471574)|(~x&(y|5361331423421471574))),  49374 + 3735936685*x
7471823996*(~x&(~y&5391626118686539613)) + 18446744069973614931*(y^~(x&~5391626118686539613)) + 7471823996*((x|y)&~(x^(y^5391626118686539613))) + 7471823996*(5391626118686539613^~(x&y)) + 3735936685*(y^~(x&5391626118686539613)) + 18446744066237678246*~(x&(y^5391626118686539613)),  49374 + 3735936685*x
7471823996*((x&~y)|(y^1478636866489133692)) + 7471823996*((x|y)&~(x^(y^1478636866489133692))) + 18446744062501790935*(~x|(y^1478636866489133692)) + 18446744066237727620*((y&1478636866489133692)|(~x&(y|1478636866489133692))) + 14943647992*(~x|(y&1478636866489133692)) + 18446744069973614931*~(x&(y^1478636866489133692)),  49374 + 3735936685*x
3735936685*(y^(x|(y&8517506946594385638))) + 18446744073709502242*(~(x&~y)&~(x^(y^8517506946594385638))) + 3735936685*(y^(~x&(y|8517506946594385638))) + 3735936685*(x&(~y|8517506946594385638)) + 18446744069973565557*((x&~y)|(x^(y^8517506946594385638))),  49374 + 3735936685*x
18446744066237776994*((7981108607004039569&z)^~(~x&(7981108607004039569^z))) + 18446744062501840309*((x&z)^~(x^(7981108607004039569&z))) + 11207661933*(~(x&7981108607004039569)&~(7981108607004039569^z)) + 18446744055030065687*(~x&(~7981108607004039569|z)) + 18446744055030065687*(7981108607004039569^~(x|(7981108607004039569^z))) + 14943598618*(z^(~x&(~7981108607004039569|z))) + 18446744051294178376*(z&(x|7981108607004039569)) + 29887147862*(~x|(7981108607004039569|z)),  49374 + 3735936685*x
7471823996*(9155686931323246122^(x|(~9155686931323246122|z))) + 18446744058765854250*((x&9155686931323246122)^(9155686931323246122|~z)) + 7471823996*(~(x&~9155686931323246122)&~(x^(9155686931323246122^z))) + 18446744069973614931*(9155686931323246122^(x&z)) + 18446744058765804876*((x|9155686931323246122)&(x^(9155686931323246122^z))) + 7471873370*(z^~(x&9155686931323246122)) + 18679634051*(9155686931323246122^(x&~z)) + 18446744066237678246*((x&9155686931323246122)^(x^(~9155686931323246122|z))),  49374 + 3735936685*x
11207711307*(~(x&y)&(y^6463288953706489324)) + 18446744069973614931*(y^(x|~6463288953706489324)) + 14943647992*~(y^6463288953706489324) + 18446744069973614931*(y&(x|6463288953706489324)) + 3735936685*((x&6463288953706489324)^(x^(y&6463288953706489324))) + 18446744062501790935*~(x&(y^6463288953706489324)) + 3735887311*(y^~(x|(y&6463288953706489324))) + 18446744069973664305*(6463288953706489324|~(x|y)),  49374 + 3735936685*x
3689348809511608839*(4786754129927740401^~(~x&(4786754129927740401&z))) + 3689348816983432835*((x^4786754129927740401)|(x^z)) + 14757395260462006092*(z^~(x&4786754129927740401)) + 11068046443478523883*(4786754129927740401^~(x&(~4786754129927740401|z))) + 14757395260462006092*(4786754129927740401^(x&~z)) + 14757395256726069407*(4786754129927740401|~(x|z)) + 7378697626495091048*(4786754129927740401|(x^z)) + 11068046450950397253*(x|(~4786754129927740401|z)),  49374 + 3735936685*x
18446744066237628872*~(x|(~4804737190696079182|z)) + 18446744069973516183*(~(x^4804737190696079182)&(x^z)) + 3735936685*(4804737190696079182^(x|(4804737190696079182|z))) + 3735936685*(x&(4804737190696079182&z)) + 18446744073709502242*(x|~z) + 18446744066237628872*(4804737190696079182^(~x|(4804737190696079182^z))) + 7471972118*(~(x^4804737190696079182)|~(x^z)) + 18446744073709502242*(z^~(x|(4804737190696079182&z))),  49374 + 3735936685*x
11068046444972898557*(7290367546183208493^~(~x&(~7290367546183208493&z))) + 14757395261209193429*(7290367546183208493^~(~x|(7290367546183208493^z))) + 3689348816236294872*((x|7290367546183208493)&(x^(7290367546183208493^z))) + 14757395253737320059*(z^(~x&(7290367546183208493|z))) + 14757395268681066799*((x&7290367546183208493)|(7290367546183208493^z)) + 7471873370*~(7290367546183208493^z) + 7378697621264730315*~(x&(~7290367546183208493&z)) + 14757395257473256744*z,  49374 + 3735936685*x
18446744069973614931*(y^~(x&(~y&3919860423289795602))) + 7471823996*(~(x^y)&(x^3919860423289795602)) + 7471873370*(y^(x|(y|3919860423289795602))) + 18446744073709502242*(y^(x|(~y|3919860423289795602))) + 7471823996*(~(x^y)&~(x^3919860423289795602)) + 18446744069973664305*~(x^(y|3919860423289795602)) + 11207711307*((y&3919860423289795602)|(x&(y|3919860423289795602))) + 18446744062501790935*(3919860423289795602|(x&y)),  49374 + 3735936685*x
14943697366*(6014238676798493133^(x|(6014238676798493133&z))) + 18446744062501741561*(~x&(6014238676798493133|z)) + 3735936685*(6014238676798493133^~(x|~z)) + 18446744062501741561*(x|~z) + 18446744066237727620*((x&z)^~(x^(~6014238676798493133&z))) + 11207760681*(6014238676798493133|~(x|z)) + 7471823996*((x&6014238676798493133)^(x^(~6014238676798493133|z))),  49374 + 3735936685*x
15851171824121228840*(~(x&y)&~(x^(y^5145229215786308533))) + 2595572245852386091*((x&y)^(y|5145229215786308533)) + 10521158161648937196*(~x|(y^5145229215786308533)) + 10521158157913000511*(y^~(x&5145229215786308533)) + 13116730411237259972*((x&5145229215786308533)|~(y|5145229215786308533)) + 49374*((y&~5145229215786308533)^(x|(y^5145229215786308533))) + 5330013666208178955*(~y|~(x^5145229215786308533)) + 7925585915796501731*(x|5145229215786308533),  49374 + 3735936685*x
11207760681*~(x|~5429016528955098412) + 18446744066237678246*(~x&(5429016528955098412|z)) + 3735887311*(5429016528955098412^(x|~z)) + 18446744066237727620*(x^5429016528955098412) + 18446744069973614931*(5429016528955098412^~(x|(5429016528955098412^z))) + 7471823996*(x|(5429016528955098412^z)),  49374 + 3735936685*x
11207760681*(y^5621708272992317495) + 18446744062501790935*((x&~y)|(y^5621708272992317495)) + 7471823996*(x^(y|5621708272992317495)) + 11207760681*(~y|(x^5621708272992317495)) + 18446744058765854250*(~x|(y^5621708272992317495)) + 18446744069973614931*((x&y)|~(y|5621708272992317495)) + 11207760681*(5621708272992317495^~(x&(~y|5621708272992317495))) + 18446744069973614931*~(x&~5621708272992317495),  49374 + 3735936685*x
11207760681*(~z&~(x^418280022394602365)) + 3735936685*(418280022394602365^~(~x&(~418280022394602365&z))) + 18446744069973614931*(418280022394602365^z) + 18446744055029917565*(~x&(418280022394602365&z)) + 14943697366*(z^(x|(~418280022394602365&z))) + 18679634051*(z&~(x&418280022394602365)) + 18446744055029917565*(~418280022394602365|(x^z)) + 3735887311*(~x|(~418280022394602365|z)),  49374 + 3735936685*x
18446744069973614931*(~(x&~156942153852983254)&(156942153852983254^z)) + 18446744066237678246*~(156942153852983254|~z) + 7471873370*(z^(~x|(~156942153852983254&z))) + 18446744069973614931*((x&156942153852983254)|~(156942153852983254|z)) + 3735936685*(156942153852983254&z) + 18446744051293980880*((x&z)^~(x^(~156942153852983254&z))) + 7471823996*(~(x|~156942153852983254)|~(156942153852983254^z)) + 11207760681*(~x|(156942153852983254|z)),  49374 + 3735936685*x
