9925453257363832303*~(y|~5148131303079159687) + 7471873370*(y^(~x|(y|5148131303079159687))) + 18446744069973614931*~y + 4260645406304891314*(y^5148131303079159687) + 3735936685*(y^(x|(y^5148131303079159687))) + 9925453264835705673*(y^~(x|(y^5148131303079159687))) + 4260645406304891314*~(x^(y&5148131303079159687)) + 4260645402568954629*~(x^(y|5148131303079159687)),  3735936685*~x
1181805168044747285*~(x|(~2411476944169892533|z)) + 9814274622745117793*~(x|2411476944169892533) + 17264938913136677701*(~x&(2411476944169892533^z)) + 9814274615273244423*(~(x&2411476944169892533)&(x^(2411476944169892533^z))) + 9814274615273244423*(x&(2411476944169892533^z)) + 8632469454700370508*(z^~(x&(~2411476944169892533&z))) + 3735936685*(x^(2411476944169892533&z)),  3735936685*~x
15047669126202793548*(z^(~x|(~3322565000837650483|z))) + 3735936685*(3322565000837650483^~(x&(3322565000837650483^z))) + 3399074940034884698*(z^~(~x&(~3322565000837650483&z))) + 7471873370*((x&3322565000837650483)^(3322565000837650483|~z)) + 3399074936298948013*(3322565000837650483^(x|~z)) + 15047669133674666918*(~3322565000837650483|(x^z)) + 18446744069973614931*(3322565000837650483&(x|z)) + 3735936685*(z^~(x|(3322565000837650483&z))),  3735936685*~x
18446744066237678246*~(~x|(y|945765767970373369)) + 3735936685*(y^~(x&(y^945765767970373369))) + 11207810055*(x^y) + 18446744066237678246*(y^(x&(~y|945765767970373369))) + 3735936685*~(~x|(~y&945765767970373369)) + 18446744069973614931*(x&(~y|945765767970373369)),  3735936685*~x
3735936685*((x&z)^~(x^(7528194008352580624&z))) + 7471873370*(7528194008352580624&~(x&z)) + 18446744055029868191*((x|7528194008352580624)&~(x^(7528194008352580624^z))) + 3735936685*(~z|(x^7528194008352580624)) + 18446744062501741561*(~(x|7528194008352580624)|(x^(7528194008352580624^z))) + 3735936685*z + 7471873370*(x|(~7528194008352580624|z)),  3735936685*~x
17928881830360328516*(5467126977454910227^(x|(y&5467126977454910227))) + 9482303158529387358*(y^(~x|(~y|5467126977454910227))) + 3735936685*(x^5467126977454910227) + 3735936685*(~x|(~y&5467126977454910227)) + 18446744069973614931*(5467126977454910227^~(~x|(~y&5467126977454910227))) + 9482303158529387358*(5467126977454910227^~(~x|(y&5467126977454910227))) + 8964440915180164258*(5467126977454910227^~(x|y)),  3735936685*~x
16820323135046885097*(9179299504892057465^~(~x|(~9179299504892057465&z))) + 18446744069973614931*(9179299504892057465&~(x&z)) + 18446744066237678246*(x^9179299504892057465) + 7471873370*((x&9179299504892057465)^(9179299504892057465|z)) + 3735936685*~(x^(9179299504892057465|z)) + 16820323123839075042*((9179299504892057465&~z)^(x|(9179299504892057465^z))) + 16820323123839075042*(z|~(x|~9179299504892057465)) + 3252841896005016463*(z|(x^9179299504892057465)),  3735936685*~x
18446744069973614931*(z^(x|(~9087324205766281896|z))) + 3735936685*(~(x&~9087324205766281896)&(9087324205766281896^z)) + 3735936685*(z^~(x&~9087324205766281896)) + 18446744069973614931*((x&9087324205766281896)|(9087324205766281896^z)) + 3735936685*(~(x|9087324205766281896)|~(9087324205766281896^z)),  3735936685*~x
3735936685*(z^(x&2068795860010031493)) + 18446744069973614931*~(~x|(~2068795860010031493&z)) + 3735936685*(z^~(x&(2068795860010031493&z))) + 3735936685*~(x&(2068795860010031493^z)) + 3735936685,  3735936685*~x
6148914689991204977*(2216340605982385948^~(~x&(~y&2216340605982385948))) + 12297829383718346639*(2216340605982385948^~(x&~y)) + 6148914693727141662*(~x&(y|2216340605982385948)) + 12297829383718346639*(y^~(~x&(y|2216340605982385948))) + 6148914693727141662*~(x^y) + 12297829379982409954*(x&(y|2216340605982385948)),  3735936685*~x
14918202730579871788*~z + 3735936685*(z^~(~x&(~2109327995301221485&z))) + 14918202734315808473*~(x|~2109327995301221485) + 3735936685*~(x|(~2109327995301221485&z)) + 14918202734315808473*(z^(x|~2109327995301221485)) + 7057082678787486286*(z^~(~x&(2109327995301221485&z))),  3735936685*~x
18446744058765804876*(z^(x|(~4469385288602447172|z))) + 11207810055*~(x&(4469385288602447172|z)) + 18446744062501741561*(x^4469385288602447172) + 18446744066237678246*(z^(~x|(~4469385288602447172&z))) + 18446744066237678246*(4469385288602447172^~(x&(~4469385288602447172|z))) + 11207810055*~(~x&(~4469385288602447172|z)) + 18446744055029868191*((x&z)^(x^(4469385288602447172&z))) + 22415620110*((x&4469385288602447172)|~(4469385288602447172^z)),  3735936685*~x
13230558468730705046*~7325829732643336263 + 5216185604978846570*(7325829732643336263^(~x|(~7325829732643336263|z))) + 3735936685*~(x&(~7325829732643336263|z)) + 5216185608714783255*((7325829732643336263&~z)^(x|(7325829732643336263^z))) + 13230558464994768361*(x|(~7325829732643336263&z)),  3735936685*~x
2988749348*(6645046956388790073^~(x&~z)) + 18446744072962364279*(6645046956388790073^~(~x|(~6645046956388790073&z))) + 3735936685*~(x|~z) + 18446744071467989605*(x|(~6645046956388790073&z)) + 1494374674*((x&6645046956388790073)|(6645046956388790073^z)) + 2988749348*(~(x|~6645046956388790073)|~(6645046956388790073^z)) + 18446744071467989605*(z|~(x^6645046956388790073)),  3735936685*~x
2241562011*(z^(x&(~370681304456542969|z))) + 2988749348*(~x&(370681304456542969|z)) + 18446744071467989605*(z&(x^370681304456542969)) + 1494374674*(~x|(370681304456542969^z)) + 18446744072962364279*(370681304456542969^(~x&(370681304456542969|z))) + 2988749348*(z^(~x&(~370681304456542969|z))) + 18446744072215176942*((370681304456542969&~z)^(x|(370681304456542969^z))) + 747187337,  3735936685*~x
17402543836763026180*~6522370705341486236 + 2088400462685240817*(x&(~y&6522370705341486236)) + 3735936685*(6522370705341486236^(~x|(y&6522370705341486236))) + 2088400470157114187*~(x&6522370705341486236) + 17402543840498962865*~(x&y) + 17402543840498962865*(6522370705341486236^(x&y)),  3735936685*~x
18446744066237678246*(3902956989844647239^~(~x&(~3902956989844647239&z))) + 3735936685*(~(x|~3902956989844647239)|~(x^(3902956989844647239^z))) + 3735936685*((x&3902956989844647239)|(x^(3902956989844647239^z))) + 18446744069973614931*(z^(~x&(3902956989844647239|z))) + 18446744069973614931*3902956989844647239 + 18446744069973614931*(3902956989844647239|(x&~z)) + 7471873370*((x^3902956989844647239)|~(x^z)),  3735936685*~x
18088521180039421235*((x|~y)&~(x^(y^5361331423421471574))) + 358222897406067066*~(y&5361331423421471574) + 18446744069973614931*(x&5361331423421471574) + 3735936685*(~(x|~y)|(x^(y^5361331423421471574))) + 358222897406067066*((y&5361331423421471574)|(x&(y|5361331423421471574))) + 3735936685*(5361331423421471574|~(x|~y)) + 18088521172567547865*(x|(y|5361331423421471574)),  3735936685*~x
12297829383718346639*(y^~(x&(~y&5391626118686539613))) + 3735936685*(~x&(y^5391626118686539613)) + 6148914689991204977*(5391626118686539613^~(~x&(~y&5391626118686539613))) + 12297829383718346639*((x&~y)|~(x^(y^5391626118686539613))) + 6148914689991204977*((y&~5391626118686539613)|~(~x|(~y&5391626118686539613))) + 6148914689991204977*(x&(y|5391626118686539613)) + 6148914693727141662*(y|~(x|5391626118686539613)),  3735936685*~x
18446744069973614931*~(y|1478636866489133692) + 3735936685*((x&1478636866489133692)^~(y&~1478636866489133692)) + 4240735287698262978*(~x|(y^1478636866489133692)) + 4240735287698262978*(y&~(x^1478636866489133692)) + 4240735283962326293*(1478636866489133692&(x|~y)) + 14206008789747225323*(1478636866489133692^~(x|(~y&1478636866489133692))) + 14206008786011288638*(y|1478636866489133692),  3735936685*~x
11474555224237925765*~(x|(~y&8517506946594385638)) + 11474555224237925765*(~x&(~y|8517506946594385638)) + 6972188853207562536*~x + 11474555224237925765*~(~x|(~y&8517506946594385638)) + 6972188849471625851*((x&y)|~(y^8517506946594385638)),  3735936685*~x
3735936685*~(x|(~7981108607004039569|z)) + 3735936685*(x^(7981108607004039569|z)) + 3735936685*(z|~(x|7981108607004039569)) + 18446744069973614931*(z|(x^7981108607004039569)),  3735936685*~x
18446744069973614931*(z^(~x|(9155686931323246122|z))) + 18446744069973614931*(9155686931323246122^(x|(9155686931323246122&z))) + 18446744058765804876*(x^(~9155686931323246122|z)) + 14943746740*(z^~(~x&(9155686931323246122|z))) + 18446744066237678246*(x^(9155686931323246122&z)) + 11207810055*(~(x|~9155686931323246122)|~(x^(9155686931323246122^z))) + 18446744069973614931*((x&9155686931323246122)|~(9155686931323246122|z)) + 3735936685*(9155686931323246122^(~x&(9155686931323246122|z))),  3735936685*~x
11207810055*~(x|(~y|6463288953706489324)) + 3735936685*~(x&(y|6463288953706489324)) + 3735936685*(~(x|~y)|~(x^(y^6463288953706489324))) + 7471873370*~(x^(y|6463288953706489324)) + 3735936685*((y&~6463288953706489324)^(x|(y^6463288953706489324))) + 18446744066237678246*(~(x^y)|~(x^6463288953706489324)) + 3735936685*(y^~(x|(y&6463288953706489324))) + 18446744066237678246*~(~x&(~y&6463288953706489324)),  3735936685*~x
3735936685*(~(x|4786754129927740401)|(4786754129927740401^z)) + 3735936685*((4786754129927740401&~z)|~(x|(~4786754129927740401&z))) + 7471873370*(z^(x&(~4786754129927740401|z))) + 18446744062501741561*(z^~(~x&(~4786754129927740401|z))) + 18446744069973614931*~(x^(4786754129927740401|z)) + 18446744069973614931*(4786754129927740401&z) + 3735936685*(4786754129927740401|(x&~z)) + 3735936685*(4786754129927740401|~(x|~z)),  3735936685*~x
3735936685*~(x^z) + 18446744069973614931*~(x^(~4804737190696079182|z)) + 18446744069973614931*(x|~z) + 18446744069973614931*(z|~(x^4804737190696079182)) + 18446744066237678246,  3735936685*~x
18679683425*(7290367546183208493^(~x|(7290367546183208493|z))) + 18446744058765804876*(7290367546183208493^(~x|(~7290367546183208493|z))) + 7471873370*(z^~(~x&(7290367546183208493&z))) + 18446744069973614931*(7290367546183208493^(x&(7290367546183208493|z))) + 18446744066237678246*(7290367546183208493^(~x|(7290367546183208493^z))) + 7471873370*(x|(~7290367546183208493&z)),  3735936685*~x
6148914693727141662*~(x|3919860423289795602) + 12297829379982409954*((x^y)&~(x^3919860423289795602)) + 3735936685*(~x&(y&3919860423289795602)) + 12297829379982409954*(x&y) + 6148914693727141662*(~(x^y)|~(x^3919860423289795602)) + 6148914689991204977*(~(x&~y)&~(y^3919860423289795602)) + 12297829383718346639*((y&3919860423289795602)|(~x&(y|3919860423289795602))),  3735936685*~x
18446744069973614931*~(x|(6014238676798493133|z)) + 11207810055*((6014238676798493133&z)^~(x&(6014238676798493133^z))) + 18446744062501741561*(~(x&6014238676798493133)&~(6014238676798493133^z)) + 7471873370*(~(x&6014238676798493133)&~(x^(6014238676798493133^z))) + 18446744066237678246*~(~x&(6014238676798493133&z)) + 7471873370*((x&6014238676798493133)|~(6014238676798493133^z)),  3735936685*~x
18446744062501741561*(~5145229215786308533&(x^y)) + 18446744069973614931*((y&~5145229215786308533)^(~x|(y^5145229215786308533))) + 7471873370*(~x|(y^5145229215786308533)) + 3735936685*((x&y)|~(y|5145229215786308533)) + 7471873370*(5145229215786308533^~(x&(y|5145229215786308533))) + 18446744062501741561*~(x^(y|5145229215786308533)),  3735936685*~x
3735936685*(5429016528955098412^(x&(~5429016528955098412|z))) + 3735936685*((x^5429016528955098412)|(x^z)) + 3735936685*(z^(~x|(~5429016528955098412&z))) + 3735936685*(z&(x|~5429016528955098412)) + 18446744069973614931*((x&5429016528955098412)|(5429016528955098412^z)) + 3735936685*5429016528955098412 + 18446744066237678246*(x|5429016528955098412),  3735936685*~x
7471873370*(y^~(x&~5621708272992317495)) + 7471873370*(y&~(x&5621708272992317495)) + 7471873370*~(x&(y|5621708272992317495)) + 18446744069973614931*(5621708272992317495^(x&(y|5621708272992317495))) + 3735936685*(y^(x|(y^5621708272992317495))) + 18446744062501741561*~(x&(y&5621708272992317495)),  3735936685*~x
16914483382277216337*((x^418280022394602365)&(x^z)) + 3064521382864670558*~(x&z) + 16914483382277216337*~(x^(418280022394602365^z)) + 16914483382277216337*(~(x|418280022394602365)|(x^(418280022394602365^z))) + 16914483382277216337*(418280022394602365^(~x&(418280022394602365|z))) + 3064521379128733873*(x&z) + 1532260691432335279*((x&418280022394602365)^(x^(~418280022394602365|z))) + 16914483386013153022*~(x&~z),  3735936685*~x
18446744047557994821*(~156942153852983254&~(x^z)) + 18446744066237678246*(156942153852983254^(x|z)) + 18446744040086121451*(z^(x&(~156942153852983254|z))) + 22415620110*(~156942153852983254|(x^z)) + 18446744040086121451*(x&156942153852983254) + 7471873370*(156942153852983254^~(x&z)) + 11207810055*~(~x&(~156942153852983254|z)) + 14943746740*(z&~(x&~156942153852983254)),  3735936685*~x
18446744069973614931*(y^(~x|(y|5235835304124375575))) + 3735936685*(y^(x|(~y|5235835304124375575))) + 18446744069973614931*(5235835304124375575^(~x|(~y&5235835304124375575))) + 3735936685*(y|(x&~5235835304124375575)) + 3735936685*(5235835304124375575^~(x|(y&5235835304124375575))) + 18446744066237678246*(x|y) + 3735936685*(~x|(y|5235835304124375575)),  3735936685*~x
18446744062501741561*~(8525005933984018292|z) + 18446744062501741561*(~8525005933984018292&~(x^z)) + 7471873370*((x&z)^~(8525005933984018292&~z)) + 3735936685*(z^~(x|(~8525005933984018292&z))) + 18446744069973614931*~(8525005933984018292^z) + 18446744047557994821*(8525005933984018292|~(x|~z)) + 18679683425*~(x&~8525005933984018292) + 7471873370*(x|8525005933984018292),  3735936685*~x
5785635236798751065*(x&(y^6272676041420947925)) + 18446744069973614931*((x&y)^~(x^(~y|6272676041420947925))) + 5785635229326877695*(~(x^y)&~(x^6272676041420947925)) + 12661108840646737236*((x&y)|~(y|~6272676041420947925)) + 12661108840646737236*~(y^6272676041420947925) + 5785635229326877695*(6272676041420947925^(x&~y)) + 7471873370*~(x&(y^6272676041420947925)),  3735936685*~x
18446744062501741561*(6052183838086521980^~(~x|(6052183838086521980^z))) + 7471873370*~(x&(~6052183838086521980|z)) + 11207810055*(6052183838086521980^(x&(~6052183838086521980|z))) + 18446744066237678246*(z^(x&6052183838086521980)) + 18446744069973614931*(z^~(x&(~6052183838086521980|z))) + 3735936685*(6052183838086521980^(~x&(6052183838086521980^z))),  3735936685*~x
5418187120188030621*(~x&(y^7295418929947231271)) + 1354546779113023484*(7295418929947231271^(x&(y|7295418929947231271))) + 15737650515483504648*(7295418929947231271^~(~x&(y|7295418929947231271))) + 5418187116452093936*~(~x|(~y&7295418929947231271)) + 11674010174408497511*((y&~7295418929947231271)|~(~x|(~y&7295418929947231271))) + 5418187120188030621*(y|~7295418929947231271) + 17092197294596528132*(~(x|~y)|(x^(y^7295418929947231271))) + 15737650515483504648*~(x&~y),  3735936685*~x
18446744069973614931*((x&8543848946018181456)^(x^(~y&8543848946018181456))) + 3735936685*(y^(~x|(~y|8543848946018181456))) + 3735936685*~(x|~8543848946018181456) + 18446744069973614931*(8543848946018181456|(x&y)) + 3735936685*(y|8543848946018181456),  3735936685*~x
18446744069973614931*~(x^(y^8032507720744131710)) + 3735936685*((y&~8032507720744131710)^(~x|(y^8032507720744131710))) + 18446744069973614931*(y^~(x|(~y&8032507720744131710))) + 18446744069973614931*(y&~(x&~8032507720744131710)) + 7471873370*(y|~(x|8032507720744131710)),  3735936685*~x
7471873370*~(x|~4454496951058499665) + 3735936685*(z^~(~x&(4454496951058499665|z))) + 7471873370*(z&(x|~4454496951058499665)) + 18446744069973614931*(z|(x&~4454496951058499665)) + 18446744069973614931*(4454496951058499665|z),  3735936685*~x
6148914686255268292*(y^(~x|(~y|193172428735603476))) + 12297829387454283324*((x&193172428735603476)^~(y&~193172428735603476)) + 12297829387454283324*(193172428735603476^(x&y)) + 6148914697463078347*(x|~193172428735603476) + 12297829379982409954*~(~x&(y^193172428735603476)) + 12297829379982409954*(x|y) + 6148914689991204977*(x|193172428735603476),  3735936685*~x
18446744069973614931*((x^8850075304705583611)&(x^z)) + 3735936685*((x&8850075304705583611)^(8850075304705583611|~z)) + 3735936685*~(x|~z),  3735936685*~x
18446744066237678246*(y&(x^8865959564945116340)) + 11207810055*(~(x&~y)&~(x^(y^8865959564945116340))) + 18446744069973614931*(y^~(x|(~y&8865959564945116340))) + 3735936685*(y^(~x&(y|8865959564945116340))) + 3735936685*~(y&~8865959564945116340) + 18446744066237678246*(x|(~y|8865959564945116340)) + 3735936685*(x|(y|8865959564945116340)),  3735936685*~x
18446744066237678246*~(x|~5551028620774664541) + 3735936685*(y^(x|(~y&5551028620774664541))) + 18446744066237678246*(x&(~y|5551028620774664541)) + 3735936685*(5551028620774664541&~(x&~y)) + 3735936685*~(y&~5551028620774664541),  3735936685*~x
6148914689991204977*((x|y)&(y^1552082716474545831)) + 3735936685*(y&~(x&1552082716474545831)) + 12297829379982409954*~(~x|(~y&1552082716474545831)) + 12297829383718346639*(~(x|y)|(x^(y^1552082716474545831))) + 6148914689991204977*(x&(~y|1552082716474545831)) + 6148914693727141662*(y^~(x&(y&1552082716474545831))),  3735936685*~x
1494374674*((7231238450343771279&z)^~(x&(7231238450343771279^z))) + 4483124022*((x&7231238450343771279)^~(x^(7231238450343771279&z))) + 747187337*(z^(x&(~7231238450343771279|z))) + 18446744071467989605*(z^~(~x&(~7231238450343771279|z))) + 18446744071467989605*(7231238450343771279^~(x|(~7231238450343771279&z))) + 18446744070720802268*(~(x^7231238450343771279)|~(x^z)) + 2241562011*(z&~(x&~7231238450343771279)) + 2988749348*(7231238450343771279|~(x^z)),  3735936685*~x
3735936685*~(x|4458910426638461092) + 3735936685*(4458910426638461092&~(x&y)) + 3735936685*(y^~(x&(y|4458910426638461092))) + 18446744069973614931*(x|~y),  3735936685*~x
18446744062501741561*((x^8405929065953175309)&~(x^z)) + 3735936685*((x|~8405929065953175309)&~(x^(8405929065953175309^z))) + 22415620110*((x|8405929065953175309)&~(x^(8405929065953175309^z))) + 18446744058765804876*(x^(8405929065953175309&z)) + 3735936685*~(~x&(8405929065953175309&z)) + 11207810055*((x^8405929065953175309)|~(x^z)) + 18446744058765804876*((x&8405929065953175309)|~(x^(8405929065953175309^z))),  3735936685*~x
6148914693727141662*((x^y)&~(x^8735318317259328192)) + 12297829387454283324*((x|~y)&(y^8735318317259328192)) + 3735936685*~(x^(y&8735318317259328192)) + 12297829379982409954*(x&(~y|8735318317259328192)) + 6148914686255268292*((x&y)|(y^8735318317259328192)) + 12297829383718346639*(y&8735318317259328192) + 6148914693727141662*(y^(x&~8735318317259328192)),  3735936685*~x
18446744066237678246*(1266503891701244929^(x|(y|1266503891701244929))) + 11207810055*((x&y)^(y|~1266503891701244929)) + 18446744062501741561*(1266503891701244929&~(x&y)) + 7471873370*(~(x|~y)|(y^1266503891701244929)) + 3735936685*(x|(~y&1266503891701244929)) + 18446744066237678246*(y|~1266503891701244929) + 3735936685*(y^(~x&(y^1266503891701244929))),  3735936685*~x
7471873370*~(x|(4759824014269936879^z)) + 14943746740*~(x|~4759824014269936879) + 18446744062501741561*~(x^(4759824014269936879^z)) + 18446744069973614931*((x|~4759824014269936879)&~(4759824014269936879^z)) + 18446744062501741561*(4759824014269936879^~(x|(4759824014269936879^z))) + 3735936685*(4759824014269936879^~(x&(4759824014269936879|z))) + 18679683425*~(x^(4759824014269936879|z)) + 18446744066237678246*(z&(x|4759824014269936879)),  3735936685*~x
